Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy
0.0156872,0.00280883,0.0304236,1
0.00738012,0.00130049,0.0191573,1
0.0239334,0.0050471,0.0628013,1
0.0119053,0.00247508,0.018643,1
0.0096976,0.00256334,0.0190993,1
0.0323421,0.00527746,0.0514772,1
0.0237283,0.0030154,0.0216073,1
0.00887524,0.00181374,0.0233817,1
0.00833566,0.00183626,0.0182622,1
0.00727134,0.00160512,0.0299604,1
0.0301065,0.00567759,0.0372249,1
0.00759213,0.0016552,0.0192498,1
0.0101367,0.00224616,0.029465,1
0.0104643,0.00176495,0.027524,1
0.0108559,0.00233896,0.0194298,1
0.00929155,0.00185258,0.0263617,1
0.0104111,0.00199633,0.0179602,1
0.0105016,0.00232136,0.0213196,1
0.0255626,0.0047162,0.0383507,1
0.0105112,0.0020152,0.0195165,1
0.00966933,0.00185415,0.0212772,1
0.023903,0.00539431,0.051049,1
0.0122108,0.00282617,0.0330111,1
0.00921817,0.00172052,0.016115,1
0.0367726,0.00547332,0.0570556,1
0.0159386,0.00293517,0.0191363,1
0.0107654,0.00246246,0.0194769,1
0.0262477,0.00588251,0.0513377,1
0.0286393,0.00380787,0.0256821,1
0.00693288,0.00125873,0.0175411,1
0.024926,0.00433356,0.0639695,1
0.0267524,0.00530522,0.0372727,1
0.0105236,0.00229203,0.0203458,1
0.0276613,0.00628524,0.0716233,1
0.0128719,0.00205995,0.0184971,1
0.00811348,0.00182988,0.0200266,1
0.0272282,0.00478688,0.0611382,1
0.0210185,0.00226396,0.0181528,1
0.0153308,0.0026456,0.0263728,1
0.0191633,0.00452945,0.0443831,1
0.0211555,0.00438478,0.0325432,1
0.0188643,0.00531159,0.0239101,1
0.00923104,0.00273516,0.0258349,1
0.0130006,0.00210415,0.0247557,1
0.0157952,0.00251016,0.0215687,1
0.0120531,0.00262761,0.0183432,1
0.0271925,0.00481119,0.0486755,1
0.0104367,0.00248604,0.0211479,1
0.0125276,0.00243098,0.0240219,1
0.0124151,0.00217443,0.0238111,1
0.00869972,0.00168464,0.0141984,1
0.0287965,0.00586355,0.0485815,1
0.012184,0.0021028,0.0221815,1
0.0122537,0.00275203,0.0235651,1
0.0263966,0.00569236,0.0574738,1
0.0117681,0.00212329,0.0197977,1
0.0284684,0.00556737,0.0515351,1
0.01078,0.00262768,0.022571,1
0.00938896,0.00184306,0.0141349,1
0.030421,0.00503923,0.0451766,1
0.0336337,0.00370223,0.0259877,1
0.00784151,0.00193455,0.0186224,1
0.0178274,0.00487854,0.0816609,1
0.016801,0.00224688,0.0159784,1
0.0166673,0.00213885,0.0188802,1
0.0286533,0.00476395,0.0501639,1
0.0216985,0.00434561,0.0271909,1
0.00843875,0.00185316,0.0172737,1
0.0252799,0.00549177,0.0571339,1
0.0277867,0.00446017,0.0439161,1
0.0143531,0.00257705,0.0317557,1
0.0105359,0.0016658,0.0181543,1
0.00973258,0.00222677,0.0232053,1
0.0237228,0.00490511,0.0511828,1
0.0140198,0.00349902,0.0269422,1
0.0129619,0.00265017,0.0271557,1
0.0260301,0.00471275,0.0532235,1
0.0161664,0.00173452,0.0123506,1
0.0291151,0.00584226,0.042229,1
0.0155897,0.00282054,0.0273857,1
0.0214869,0.0037333,0.0365997,1
0.0305991,0.00602503,0.0536105,1
0.0168563,0.00212833,0.0157303,1
0.00906562,0.00168105,0.0188098,1
0.0209723,0.00449667,0.0541783,1
0.0237303,0.00487901,0.0225829,1
0.011144,0.00228935,0.0195292,1
0.0236096,0.00579216,0.0438082,1
0.0322354,0.00443468,0.0342425,1
0.00921103,0.00207535,0.0178915,1
0.0102401,0.00298953,0.0310791,1
0.0119007,0.00281654,0.0224545,1
0.0142894,0.00206358,0.0322542,1
0.0124913,0.00268423,0.0214286,1
0.0127741,0.00266743,0.023379,1
0.00798098,0.00170093,0.0172287,1
0.0080492,0.00182758,0.0179965,1
0.0265839,0.0030601,0.0189491,1
0.00822865,0.00181349,0.0150286,1
0.00887904,0.00221098,0.0195178,1
0.0115225,0.00203224,0.0187984,1
0.00744868,0.00145066,0.0250841,1
0.0281645,0.00470955,0.0471782,1
0.0166865,0.00290067,0.0288165,1
0.0100775,0.00232734,0.0208925,1
0.0293077,0.00469605,0.0488842,1
0.0268888,0.00407961,0.033861,1
0.00897051,0.00178726,0.0215242,1
0.0108291,0.00255689,0.0204768,1
0.0144661,0.00217013,0.0254649,1
0.0172133,0.0027409,0.0315883,1
0.0154052,0.00277688,0.0278941,1
0.0201743,0.00328466,0.0362523,1
0.0159513,0.0035322,0.0324291,1
0.0272082,0.00409863,0.0287514,1
0.0103513,0.00164623,0.0183808,1
0.00858479,0.00209515,0.0225341,1
0.0101509,0.00192129,0.0251369,1
0.0422912,0.0078271,0.0424762,1
0.0188614,0.00378102,0.0258101,1
0.00901037,0.00182073,0.0240287,1
0.0300384,0.00598317,0.0432237,1
0.0123987,0.00197016,0.0215537,1
0.0102526,0.00260363,0.0356305,1
0.0174969,0.00268608,0.0333464,1
0.0199712,0.00226333,0.0304933,1
0.0137067,0.00216731,0.0298459,1
0.0114679,0.00227757,0.0278457,1
0.01062,0.00196457,0.0193113,1
0.0297297,0.00545892,0.0550438,1
0.0202124,0.00256969,0.0228533,1
0.00900979,0.00136097,0.0197847,1
0.0103625,0.00289195,0.0400526,1
0.0165394,0.00390215,0.0429759,1
0.00919665,0.00159002,0.016477,1
0.0150457,0.0035296,0.0549442,1
0.0277255,0.00480963,0.0275217,1
0.00946214,0.00151837,0.0183341,1
0.026328,0.00515424,0.0775989,1
0.0146471,0.00160604,0.0166369,1
0.00871221,0.00182484,0.0150784,1
0.00939206,0.00201136,0.0212207,1
0.0151318,0.00305234,0.0397666,1
0.015272,0.00341213,0.0378228,1
0.0123277,0.002293,0.0183953,1
0.010852,0.00217632,0.0195659,1
0.0190059,0.00394624,0.0340955,1
0.0182711,0.00397648,0.0470708,1
0.0255522,0.00433566,0.0370893,1
0.008729,0.00129954,0.0163263,1
0.0238919,0.00395303,0.0351866,1
0.0184575,0.0046177,0.0242637,1
0.0119834,0.00214507,0.0185562,1
0.00971569,0.00185861,0.0222349,1
0.00886936,0.00158682,0.0155369,1
0.00851391,0.00182562,0.0212897,1
0.0216095,0.00400125,0.039898,1
0.0196938,0.00256811,0.0195106,1
0.0326577,0.00503426,0.0287257,1
0.00818268,0.00159352,0.0176709,1
0.0343359,0.00607343,0.030081,1
0.00786934,0.00167766,0.0186147,1
0.00919863,0.00197467,0.0229098,1
0.00819647,0.00177235,0.0193205,1
0.0105535,0.00208369,0.0234205,1
0.0115592,0.0017913,0.0155395,1
0.00710589,0.00168063,0.0164125,1
0.00788663,0.00149521,0.0218037,1
0.0105895,0.00183315,0.0169975,1
0.00826453,0.00149636,0.0183453,1
0.00960263,0.00150675,0.0181721,1
0.00828481,0.00155164,0.0158109,1
0.0134862,0.00237004,0.0174766,1
0.00798369,0.00183483,0.0141192,1
0.032485,0.00565926,0.0408739,1
0.0105636,0.00208498,0.0209896,1
0.0155627,0.00245807,0.0181418,1
0.010073,0.00187935,0.0210212,1
0.00875216,0.00180073,0.0143902,1
0.0200608,0.00354589,0.0258204,1
0.00832967,0.00161553,0.015361,1
0.00797868,0.00159198,0.0145359,1
0.0278507,0.00488761,0.0563827,1
0.00909945,0.00214465,0.0146854,1
0.0246519,0.00434855,0.0642297,1
0.0116121,0.00206585,0.0211278,1
0.00723855,0.00159729,0.0188217,1
0.0088583,0.00201063,0.0241981,1
0.00973867,0.0018984,0.0245404,1
0.00915631,0.00179892,0.0172002,1
0.0110419,0.00236757,0.0206263,1
0.0101727,0.00216994,0.0281735,1
0.0182136,0.00272721,0.0327257,1
0.0103859,0.00218086,0.0260784,1
0.0122015,0.00248702,0.0293386,1
0.0114482,0.00218464,0.0308411,1
0.0109879,0.00242654,0.0217788,1
0.0131482,0.00209633,0.0373164,1
0.0287962,0.00529267,0.0396366,1
0.00926611,0.00170891,0.0244034,1
0.0090467,0.00158274,0.0172222,1
0.00678803,0.00170231,0.0239966,1
0.0233045,0.00466766,0.059436,1
0.01533,0.00295801,0.0211524,1
0.00772773,0.00115932,0.0194039,1
0.00807186,0.00148299,0.0171745,1
0.0228303,0.00483444,0.0618794,1
0.0154577,0.00335287,0.0264425,1
0.00817574,0.00165071,0.0170047,1
0.02662,0.00519774,0.0561389,1
0.0176406,0.00210135,0.020739,1
0.00967048,0.00162295,0.0251844,1
0.00856656,0.00121497,0.016091,1
0.00803627,0.00144308,0.0166272,1
0.0233599,0.00489829,0.0705291,1
0.0141948,0.00272261,0.026811,1
0.00814926,0.00166587,0.021576,1
0.0176613,0.00513456,0.0767806,1
0.0157318,0.00217726,0.0222897,1
0.00725898,0.00126546,0.0217892,1
0.0265958,0.00461846,0.065171,1
0.0110242,0.00198434,0.0150213,1
0.0110893,0.00195777,0.0188758,1
0.00890914,0.00203528,0.0228116,1
0.0157746,0.00237134,0.0176542,1
0.0101712,0.0021998,0.02873,1
0.0113361,0.00171149,0.0169334,1
0.00910241,0.00184099,0.0218128,1
0.0130211,0.00260192,0.0255424,1
0.0112409,0.00210406,0.0261672,1
0.0200799,0.00213562,0.0254389,1
0.0105993,0.00206014,0.030125,1
0.0126851,0.00292112,0.0331815,1
0.0125797,0.00223441,0.0360468,1
0.0130002,0.00288935,0.0342133,1
0.0126777,0.00277903,0.0299035,1
0.0137154,0.00208773,0.0299176,1
0.0123393,0.00227408,0.0326739,1
0.0152863,0.00283292,0.027861,1
0.0125157,0.00222108,0.0297643,1
0.0124067,0.0029836,0.0325679,1
0.0125836,0.00217981,0.0274914,1
0.0152747,0.00280315,0.0317368,1
0.0124251,0.00234182,0.0350608,1
0.0147617,0.00266179,0.0304375,1
0.0119713,0.0027295,0.0299729,1
0.0173264,0.00263707,0.0263872,1
0.0122232,0.00236818,0.026626,1
0.0123263,0.00213102,0.03325,1
0.0121949,0.00224286,0.038029,1
0.0148079,0.00237718,0.0370082,1
0.012862,0.00294118,0.0257466,1
0.00949068,0.00190535,0.0189244,1
0.0134522,0.00249415,0.0374924,1
0.0149479,0.00258279,0.0377385,1
0.0138015,0.00270726,0.037222,1
0.0110524,0.00667188,0.0212361,1
0.00702682,0.00128186,0.0191567,1
0.0123583,0.00303386,0.0495702,1
0.0279076,0.00490666,0.0300274,1
0.00871052,0.00168165,0.0144234,1
0.00745935,0.0013395,0.0152194,1
0.011358,0.00247839,0.0317567,1
0.0102633,0.00224701,0.0294546,1
0.0126897,0.002135,0.0239222,1
0.010029,0.0024408,0.0270863,1
0.0121084,0.00253279,0.0253782,1
0.0105455,0.00236885,0.0249438,1
0.0106986,0.00205184,0.0221872,1
0.0100151,0.00245989,0.023192,1
0.0119845,0.00187181,0.0224443,1
0.0100778,0.00227917,0.0276819,1
0.0107945,0.00212621,0.0200085,1
0.00997238,0.00250249,0.0305374,1
0.0105445,0.0022997,0.0273292,1
0.0105054,0.0021443,0.0276286,1
0.0114228,0.0020619,0.0200769,1
0.0108433,0.0020321,0.0221482,1
0.0117088,0.00258601,0.0283133,1
0.0114285,0.00198042,0.0244656,1
0.0139462,0.00234304,0.0229099,1
0.0109469,0.00219966,0.0244284,1
0.0109345,0.00249953,0.0281291,1
0.0102262,0.0021284,0.0365664,1
0.0117058,0.00267834,0.0307906,1
0.0111579,0.00260503,0.0253655,1
0.0129733,0.00231828,0.0284958,1
0.0110352,0.00213876,0.0292359,1
0.016412,0.00260361,0.0330023,1
0.0119246,0.00259087,0.0261371,1
0.0121389,0.00213062,0.0258444,1
0.011144,0.00588281,0.0243957,1
0.0116318,0.00227394,0.0270424,1
0.0132623,0.00291007,0.0285092,1
0.0122609,0.00246146,0.0297768,1
0.0116978,0.00330676,0.0295127,1
0.0189771,0.00319942,0.0313294,1
0.0124293,0.00361499,0.030411,1
0.0144787,0.00295771,0.0287237,1
0.0124578,0.00282196,0.0345966,1
0.0130407,0.00335408,0.0442152,1
0.0109987,0.00266429,0.0231977,1
0.0238378,0.00560279,0.0351683,1
0.00672323,0.00164579,0.0169344,1
0.0117729,0.00195866,0.02873,1
0.0118701,0.00291797,0.0317167,1
0.0117159,0.00237825,0.0356692,1
0.012537,0.00302412,0.0351116,1
0.0117923,0.00271831,0.0351233,1
0.0108557,0.00244151,0.0217954,1
0.0115577,0.00231168,0.0332477,1
0.0108538,0.00266401,0.0268398,1
0.0122111,0.0019755,0.0228873,1
0.0111998,0.00312455,0.029244,1
0.0112042,0.00248298,0.0250327,1
0.0128561,0.0019586,0.0243695,1
0.0174519,0.00266009,0.0301194,1
0.0124154,0.00284453,0.0339884,1
0.0132155,0.00206038,0.0280521,1
0.0126365,0.00288599,0.0277058,1
0.0110679,0.00246403,0.0302316,1
0.0128328,0.00206685,0.0311442,1
0.0111556,0.00267111,0.0380035,1
0.0124088,0.00331947,0.029197,1
0.0134589,0.00254937,0.0282036,1
0.0113387,0.00340879,0.0270462,1
0.0182407,0.00316339,0.0299446,1
0.0133343,0.0032319,0.0261469,1
0.0153911,0.00255436,0.033705,1
0.0154903,0.00385606,0.0311169,1
0.0096391,0.00184173,0.0246754,1
0.00885414,0.00212709,0.0217939,1
0.0098835,0.00168982,0.0213411,1
0.00911104,0.00237078,0.033493,1
0.00918959,0.00204111,0.0273471,1
0.00890713,0.00213269,0.0190113,1
0.0260932,0.00548078,0.0524583,1
0.014923,0.00228562,0.0368191,1
0.00721729,0.00171547,0.0189013,1
0.0154994,0.00351349,0.0348695,1
0.0155742,0.00318836,0.0223735,1
0.00715608,0.0014675,0.0211889,1
0.00817751,0.00142995,0.0198187,1
0.00958345,0.00250146,0.0270631,1
0.00912806,0.00200617,0.0214252,1
0.0086945,0.00244205,0.0303962,1
0.00915582,0.00175155,0.0226463,1
0.00649595,0.00118847,0.0142273,1
0.0236024,0.00518473,0.0616132,1
0.024573,0.00265957,0.0186218,1
0.0119868,0.00206844,0.0264499,1
0.00687199,0.00129859,0.0158039,1
0.0101631,0.00257157,0.0283713,1
0.0149389,0.00289279,0.0283339,1
0.0114994,0.00260531,0.0290781,1
0.0126306,0.0022093,0.021986,1
0.0133264,0.00211748,0.0333769,1
0.0139518,0.00305462,0.0305298,1
0.0127602,0.00294349,0.0389044,1
0.00842078,0.00195846,0.0173753,1
0.00755427,0.00164526,0.015874,1
0.00724637,0.00178204,0.0200618,1
0.0106273,0.0021828,0.0267079,1
0.00876002,0.00234759,0.0209473,1
0.00867442,0.00217181,0.0241073,1
0.00984728,0.00213833,0.0220481,1
0.0115756,0.00251866,0.0268559,1
0.0108898,0.00255211,0.0213484,1
0.0105889,0.00218191,0.0220907,1
0.0291797,0.00495772,0.0531815,1
0.00923246,0.00189291,0.0210084,1
0.0128062,0.00252909,0.0321561,1
0.0240875,0.00560339,0.0579819,1
0.0100645,0.00181498,0.0159605,1
0.0115894,0.00237868,0.0319854,1
0.0131875,0.00214823,0.0243053,1
0.0122083,0.00248178,0.0281327,1
0.0148457,0.00267008,0.023099,1
0.0113782,0.00245208,0.0270295,1
0.0137197,0.00270651,0.0313267,1
0.012261,0.00275478,0.0318438,1
0.0119799,0.00267054,0.0240046,1
0.0057791,0.00112503,0.00992191,1
0.00546794,0.000945085,0.016944,1
0.00871792,0.00128878,0.0133223,1
0.00796319,0.00226229,0.0195698,1
0.00667129,0.00121315,0.0154443,1
0.0349794,0.00575182,0.0467738,1
0.00858994,0.00213386,0.0212887,1
0.023049,0.00600748,0.0427597,1
0.0082889,0.00172011,0.0218504,1
0.0109494,0.00209768,0.0212824,1
0.0162255,0.00355624,0.0444343,1
0.0131382,0.00194671,0.0262068,1
0.00902044,0.00161301,0.0159435,1
0.0124863,0.00211085,0.0245155,1
0.0108913,0.00244554,0.0313569,1
0.011682,0.00271683,0.027627,1
0.0114843,0.00230327,0.0270971,1
0.0137035,0.00222829,0.0284463,1
0.0147849,0.00275469,0.0314125,1
0.0142246,0.00234336,0.0270547,1
0.0118757,0.00267403,0.0288082,1
0.0170634,0.00290645,0.031691,1
0.0109963,0.00222494,0.0258264,1
0.0131782,0.00215328,0.0220002,1
0.0111967,0.0027959,0.0327538,1
0.0134711,0.00272464,0.0233849,1
0.012884,0.00216881,0.0366026,1
0.0137934,0.00254142,0.0282938,1
0.0117108,0.00256882,0.0266661,1
0.012762,0.00236409,0.0233509,1
0.0247821,0.00612806,0.0417973,1
0.0091632,0.00147389,0.0138395,1
0.0118947,0.0020339,0.0277881,1
0.0301704,0.00531913,0.0423434,1
0.0128936,0.0025726,0.0251093,1
0.0100381,0.00179387,0.0161494,1
0.0142658,0.00304499,0.0327346,1
0.0157036,0.00249523,0.0337731,1
0.0161997,0.00349563,0.0346731,1
0.0120776,0.00200338,0.0237883,1
0.0116373,0.00260469,0.0266717,1
0.0110263,0.00251027,0.0311425,1
0.0103109,0.00228638,0.0231564,1
0.0123643,0.00246138,0.0300298,1
0.010191,0.00258664,0.0276945,1
0.0118371,0.00204642,0.0291272,1
0.0106087,0.00246498,0.0291437,1
0.0143476,0.00258206,0.0243728,1
0.0104223,0.00218832,0.0304349,1
0.0128753,0.00233914,0.0355276,1
0.0155251,0.00379504,0.0272744,1
0.00994816,0.00150757,0.018719,1
0.0228542,0.00474735,0.0665076,1
0.0140934,0.00186579,0.0208216,1
0.00783676,0.00176287,0.0183844,1
0.0118494,0.00188632,0.0231733,1
0.0159042,0.00513263,0.0585914,1
0.0189763,0.00242441,0.0170257,1
0.0114175,0.00173271,0.0225514,1
0.0324579,0.00488781,0.0510487,1
0.0132072,0.00178558,0.0170415,1
0.00792711,0.002479,0.0191452,1
0.0265982,0.0049399,0.0605324,1
0.0161585,0.00254354,0.0205,1
0.00731776,0.00154673,0.0143484,1
0.0229619,0.00519574,0.0632603,1
0.0118375,0.00170766,0.0294405,1
0.0292212,0.00482107,0.0418542,1
0.00854141,0.00178933,0.0192033,1
0.00669078,0.00189883,0.0185855,1
0.0181683,0.00391128,0.0748703,1
0.0224514,0.00225389,0.0202257,1
0.0085914,0.00178931,0.0227938,1
0.00798767,0.00153185,0.0213388,1
0.0113828,0.00174937,0.0262557,1
0.0271965,0.00508365,0.0431751,1
0.00864442,0.00162965,0.0197811,1
0.00776147,0.00177728,0.0186099,1
0.0149738,0.00261238,0.0380717,1
0.00947437,0.00166624,0.0182557,1
0.00717682,0.0017251,0.020649,1
0.00674427,0.00189138,0.0207743,1
0.0265225,0.00495311,0.0544577,1
0.0101663,0.00213181,0.0177511,1
0.00937883,0.00224246,0.0227295,1
0.0102668,0.00204716,0.0217297,1
0.00790476,0.00212194,0.0259673,1
0.0138151,0.00216597,0.0221813,1
0.00758955,0.00143936,0.0195398,1
0.0109328,0.00158055,0.0299337,1
0.00767959,0.00116306,0.0126113,1
0.0060222,0.00105149,0.0150654,1
0.00576805,0.00109891,0.0108571,1
0.00901576,0.00182328,0.0181786,1
0.00818559,0.00146866,0.015671,1
0.0106711,0.00202432,0.0301195,1
0.0113385,0.00185048,0.024847,1
0.0120051,0.00201929,0.0208112,1
0.0118647,0.00213198,0.0211064,1
0.0120356,0.00195911,0.021626,1
0.0119653,0.00193585,0.0263836,1
0.0140877,0.00182282,0.0384388,1
0.00801931,0.00184471,0.0209165,1
0.00859528,0.00181639,0.0181002,1
0.00866729,0.00167131,0.0218208,1
0.00845916,0.00396706,0.0228381,1
0.00843607,0.00179429,0.0199829,1
0.00726263,0.00142519,0.0211765,1
0.00892585,0.00185797,0.0280497,1
0.0133581,0.00205444,0.0180371,1
0.0101237,0.00163068,0.0188152,1
0.00698816,0.00114866,0.0223687,1
0.00895718,0.00184573,0.0187036,1
0.00868461,0.00178693,0.0177061,1
0.00924157,0.0017449,0.0136058,1
0.00830827,0.00130061,0.0171495,1
0.00799442,0.00168727,0.019943,1
0.0225334,0.00163651,0.0118962,1
0.00719172,0.00124253,0.0143337,1
0.00690948,0.00119931,0.0150213,1
0.00517096,0.00100063,0.0194679,1
0.00590925,0.00137668,0.0118606,1
0.0138151,0.00356627,0.0535824,1
0.00723558,0.00202113,0.0293165,1
0.0066184,0.00138862,0.0130204,1
0.0172102,0.00470606,0.0488468,1
0.00972801,0.00179973,0.0154128,1
0.00627042,0.00137549,0.0169567,1
0.00573175,0.00137554,0.017776,1
0.00696794,0.00177155,0.0258538,1
0.0129284,0.00361538,0.0590404,1
0.0117254,0.00273143,0.0289033,1
0.00468831,0.0015447,0.0205729,1
0.0121599,0.00335711,0.0438214,1
0.0138461,0.0038441,0.0453658,1
0.00748568,0.00189602,0.0179286,1
0.00983187,0.00264073,0.0401283,1
0.0134628,0.00260386,0.0197036,1
0.00605887,0.00137115,0.0176085,1
0.0118562,0.0035286,0.055195,1
0.015035,0.00305068,0.0394541,1
0.0104068,0.00272023,0.0315119,1
0.0133877,0.0033222,0.04014,1
0.0106688,0.00184834,0.0301407,1
0.0150645,0.00396022,0.0424883,1
0.0130481,0.00428074,0.0507745,1
0.00596724,0.00154919,0.0232989,1
0.0127436,0.00308744,0.0314124,1
0.00529645,0.00134659,0.0128458,1
0.00327716,0.000818374,0.00801403,1
0.00329324,0.00107675,0.0114076,1
0.0105512,0.00310325,0.0261835,1
0.00759199,0.00188586,0.0197579,1
0.00522045,0.00141856,0.014041,1
0.0117792,0.00318638,0.0303709,1
0.00486946,0.00129402,0.0142335,1
0.0050404,0.00141019,0.0177454,1
0.0120188,0.00447435,0.0269735,1
0.0120955,0.00310879,0.0233548,1
0.00347622,0.000891462,0.0110221,1
0.0102672,0.00207608,0.0155613,1
0.00604701,0.00191954,0.0225973,1
0.00921293,0.00288793,0.0285834,1
0.00636567,0.00128987,0.0171951,1
0.00367402,0.00122477,0.0091254,1
0.0132188,0.00289155,0.041954,1
0.0117878,0.00308617,0.0399276,1
0.0137834,0.0033518,0.0409021,1
0.012727,0.00351573,0.0374416,1
0.012166,0.00400649,0.0372898,1
0.00784905,0.00214237,0.0217691,1
0.00697165,0.00189702,0.022466,1
0.0121905,0.00405816,0.0428579,1
0.0134293,0.00383412,0.0326721,1
0.00785226,0.00246463,0.0278567,1
0.01126,0.00345953,0.0346076,1
0.0114276,0.0028202,0.0312851,1
0.0119439,0.00277944,0.0356459,1
0.0128784,0.00206304,0.0303005,1
0.00776266,0.00215128,0.0251609,1
0.0133747,0.00371846,0.0490435,1
0.0150338,0.00266918,0.0250142,1
0.00512143,0.00119982,0.0145266,1
0.0109459,0.00339881,0.0409751,1
0.0114933,0.00311697,0.0212971,1
0.00585275,0.00143677,0.0168449,1
0.00848105,0.00215496,0.026491,1
0.00858271,0.00222829,0.0191626,1
0.00615752,0.00167718,0.0194298,1
0.0133781,0.00289697,0.0388074,1
0.0106917,0.00204449,0.0227951,1
0.0130656,0.00357507,0.053881,1
0.0154447,0.0040095,0.0361582,1
0.00494306,0.00131844,0.0122031,1
0.0121908,0.00293924,0.0363986,1
0.0124872,0.00310828,0.0408412,1
0.0169538,0.00407745,0.0443744,1
0.00997404,0.00231966,0.0228691,1
0.0121237,0.00465052,0.0479066,1
0.0127966,0.00298538,0.0356543,1
0.012985,0.00415862,0.0471884,1
0.0158737,0.00352355,0.0257808,1
0.00465751,0.00112457,0.0155883,1
0.0124134,0.00332643,0.0376639,1
0.0124029,0.00319189,0.0399033,1
0.0128616,0.00299133,0.0416321,1
0.0130112,0.00402109,0.0432538,1
0.0150872,0.00398324,0.0451504,1
0.0161361,0.00383531,0.0257091,1
0.00540064,0.00106835,0.00957289,1
0.0115047,0.00292854,0.0370972,1
0.00779801,0.00206715,0.0229724,1
0.00798067,0.00238484,0.0253212,1
0.0101414,0.00291952,0.0364274,1
0.0121854,0.00305726,0.0345488,1
0.0147539,0.003519,0.0214502,1
0.0119733,0.00326059,0.0454353,1
0.0123314,0.00321602,0.0389501,1
0.0129108,0.00303969,0.047085,1
0.0121903,0.00383415,0.037739,1
0.014963,0.003825,0.0499538,1
0.00806128,0.00187906,0.0261869,1
0.00801893,0.00287319,0.0245395,1
0.0108862,0.00268471,0.038277,1
0.0106054,0.00327469,0.0326333,1
0.0117206,0.00359405,0.0352714,1
0.00510029,0.00135768,0.0202334,1
0.00924825,0.00214383,0.0315543,1
0.00887394,0.00236367,0.0286432,1
0.0090353,0.00209944,0.0267408,1
0.00751363,0.00200016,0.0222345,1
0.00739967,0.00230501,0.0223376,1
0.00480841,0.00111999,0.0116796,1
0.00362114,0.000949071,0.0125438,1
0.0145235,0.00358254,0.0521158,1
0.0074362,0.00162699,0.0166868,1
0.0114948,0.00285188,0.0320969,1
0.00825183,0.00295731,0.0271297,1
0.00831259,0.00259656,0.0274622,1
0.0100939,0.00221813,0.023065,1
0.00768238,0.00211619,0.0246346,1
0.00858722,0.00243189,0.0277584,1
0.00356691,0.000900468,0.0162033,1
0.00376612,0.000958207,0.00995373,1
0.0128989,0.00336855,0.0422667,1
0.0123022,0.00369034,0.0394761,1
0.0129405,0.00315659,0.0386584,1
0.00538529,0.00139683,0.0203179,1
0.00555964,0.00152158,0.0206943,1
0.0128185,0.00402971,0.0409486,1
0.0117567,0.00342305,0.0441928,1
0.0127906,0.00421241,0.040796,1
0.0121711,0.00329233,0.0376684,1
0.0129946,0.00358171,0.0341747,1
0.012685,0.004129,0.038334,1
0.0124911,0.00312766,0.035312,1
0.0125082,0.00387047,0.041871,1
0.0126857,0.00370347,0.0288156,1
0.0129515,0.00373067,0.0451667,1
0.0161345,0.00405561,0.0396059,1
0.0117439,0.00267925,0.0427832,1
0.00546958,0.00143504,0.0184508,1
0.0117081,0.0032538,0.0371882,1
0.0139259,0.00383429,0.0304471,1
0.00479715,0.00138207,0.0202637,1
0.0120439,0.00299936,0.045875,1
0.012887,0.00387966,0.0482399,1
0.00652407,0.00192897,0.0215072,1
0.00669946,0.00186531,0.0239421,1
0.00738092,0.00188108,0.0194467,1
0.0120759,0.00324783,0.0268153,1
0.0059379,0.00145534,0.0157864,1
0.00583025,0.00174423,0.0212114,1
0.0113679,0.00463051,0.0248137,1
0.00453698,0.00127114,0.0138554,1
0.0115327,0.00261617,0.0163165,1
0.00555302,0.00152015,0.019207,1
0.00362464,0.00083167,0.00915509,1
0.00537352,0.00189557,0.0198797,1
0.0145773,0.00353009,0.0201138,1
0.00439737,0.00119752,0.0132398,1
0.00395898,0.00107429,0.011093,1
0.0132184,0.0031292,0.0211694,1
0.00624672,0.00206759,0.016841,1
0.00507384,0.00123615,0.0180303,1
0.0109702,0.00274007,0.0247439,1
0.0120446,0.00385062,0.0231807,1
0.00535602,0.00145754,0.0158939,1
0.0114688,0.00324824,0.0244974,1
0.0091359,0.00334393,0.0332937,1
0.00614735,0.00134082,0.0123807,1
0.00758665,0.00339723,0.0349848,1
0.012204,0.00302134,0.0413437,1
0.0149376,0.00395944,0.0377623,1
0.00847542,0.00216544,0.0247994,1
0.0128318,0.00382986,0.0454242,1
0.0135459,0.00393427,0.0269529,1
0.00425133,0.00119607,0.0130966,1
0.00508202,0.00130187,0.0162299,1
0.0149152,0.00349133,0.0530801,1
0.0148209,0.00400937,0.030988,1
0.00571799,0.00178853,0.0193075,1
0.0124535,0.00325501,0.0437334,1
0.013023,0.00383527,0.0431217,1
0.0157686,0.00424609,0.0388723,1
0.00434194,0.00133608,0.0139806,1
0.00778927,0.00248695,0.0331662,1
0.0099015,0.00276396,0.0269497,1
0.00975108,0.00233223,0.0249678,1
0.00809064,0.00220351,0.0267699,1
0.0101593,0.00328036,0.0513693,1
0.00603326,0.00145776,0.0185168,1
0.00633075,0.00166312,0.0174159,1
0.0118017,0.00233331,0.0156364,1
0.0050594,0.00127262,0.0178835,1
0.00420627,0.00103647,0.0116299,1
0.0120889,0.0031293,0.0282318,1
0.0048926,0.00130953,0.0156901,1
0.0057465,0.00139965,0.0180751,1
0.0126752,0.00299849,0.0265656,1
0.0119813,0.00356895,0.019005,1
