Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy,Num Normals,CPU Utilization (%),Model Confidence,Precision,Recall,F1 Score
0.000907299,0.000688983,0.0125139,1,195,386.328,11.283,1,1,1
0.00269518,0.0138859,0.0234633,1,196,386.328,11.6757,1,1,1
0.00105256,0.00175646,0.00870777,1,200,386.328,11.2598,1,1,1
0.0018485,0.00165807,0.0363538,0.994949,198,386.328,12.3033,1,0.994949,0.997468
0.000927304,0.0118723,0.00934306,1,195,386.328,12.1706,1,1,1
0.00228587,0.00617952,0.0343261,1,194,386.328,11.7103,1,1,1
0.000785037,0.00188915,0.0118817,1,197,386.328,11.6071,1,1,1
0.00173773,0.00302505,0.0285576,0.994845,194,355.371,11.5449,1,0.994845,0.997416
0.00203885,0.00189865,0.0136897,1,198,355.371,11.7264,1,1,1
0.000869622,0.00392628,0.00687056,1,203,355.371,11.848,1,1,1
0.00175919,0.00127141,0.0245422,1,189,355.371,11.7602,1,1,1
0.000910884,0.00104145,0.0167647,1,197,355.371,11.9682,1,1,1
0.000963991,0.00140697,0.0173629,1,196,355.371,11.9379,1,1,1
0.000944796,0.00072302,0.015541,1,195,355.371,11.1724,1,1,1
0.00092386,0.00112965,0.02045,1,195,355.371,12.0175,1,1,1
0.00175742,0.00385999,0.0207556,0.994975,199,355.371,11.846,1,0.994975,0.997481
0.00219029,0.00515118,0.0237399,1,197,355.371,11.4571,1,1,1
0.000596604,0.000428949,0.00763182,1,196,355.371,10.7614,1,1,1
0.00197916,0.0023162,0.0223605,1,194,355.371,11.7126,1,1,1
0.00144986,0.00175975,0.0143853,1,192,355.371,12.7933,1,1,1
0.00183578,0.00908901,0.0230631,1,199,355.371,12.7515,1,1,1
0.000854466,0.00212882,0.0133863,1,199,355.371,11.0075,1,1,1
0.000743532,0.000578675,0.0311515,1,196,355.371,11.8856,1,1,1
0.00141609,0.0128507,0.0299222,1,204,355.371,12.2057,1,1,1
0.000641748,0.000462946,0.00756972,1,198,355.371,11.9493,1,1,1
0.000718025,0.000699347,0.017443,1,197,355.371,11.7687,1,1,1
0.00174456,0.00202675,0.0235145,1,194,355.371,12.5341,1,1,1
0.00176135,0.013533,0.0187429,1,199,355.371,11.429,1,1,1
0.000779538,0.00311638,0.0076573,1,189,355.371,11.7413,1,1,1
0.00103636,0.00116138,0.0159889,1,190,355.371,12.7878,1,1,1
0.00186663,0.00220043,0.0333202,1,192,355.371,11.1423,1,1,1
0.0226093,0.00518213,0.0336592,1,257,355.371,13.2005,1,1,1
0.00419414,0.00269303,0.0353148,1,192,355.371,12.8921,1,1,1
0.000724902,0.0174138,0.00675199,1,200,355.371,12.282,1,1,1
0.00181418,0.0130254,0.0334305,1,196,355.371,11.905,1,1,1
0.000751698,0.000801778,0.0136861,1,193,355.371,12.0718,1,1,1
0.00072496,0.000767137,0.012452,1,200,355.371,11.6789,1,1,1
0.00177603,0.0030541,0.0263068,1,200,355.371,11.379,1,1,1
0.00189952,0.00445267,0.0279776,0.994924,197,355.371,11.5405,1,0.994924,0.997455
0.000608528,0.000597015,0.00671833,1,193,355.371,11.5798,1,1,1
0.000990829,0.00100369,0.0198336,1,197,355.371,13.2184,1,1,1
0.00186154,0.00157493,0.0335866,0.994949,198,355.371,11.6308,1,0.994949,0.997468
0.0022492,0.00892506,0.024723,1,198,355.371,11.7377,1,1,1
0.00175303,0.00191184,0.0240678,1,194,355.371,11.4858,1,1,1
0.000832986,0.000547518,0.00766748,1,198,355.371,12.1506,1,1,1
0.00113823,0.00705614,0.0205656,1,196,355.371,11.4796,1,1,1
0.00291567,0.0153556,0.0232109,1,196,355.371,11.4781,1,1,1
0.00115566,0.00798588,0.00862503,1,196,355.371,12.4048,1,1,1
0.00190897,0.00163363,0.0227168,1,190,355.371,10.9869,1,1,1
0.000940786,0.00721826,0.00894261,1,198,355.371,12.2133,1,1,1
0.000625344,0.000439154,0.006904,1,197,355.371,12.0234,1,1,1
0.00156727,0.00117756,0.0435416,1,195,355.371,11.0258,1,1,1
0.00272837,0.00127794,0.0245748,1,194,355.371,11.6931,1,1,1
0.000779377,0.00728776,0.00996121,1,197,355.371,11.7954,1,1,1
0.00203912,0.00344704,0.0280427,1,192,355.371,11.3546,1,1,1
0.00088177,0.0175392,0.00699828,1,195,355.371,11.7926,1,1,1
0.00292953,0.0143768,0.039148,1,194,355.371,10.8776,1,1,1
0.000941122,0.00151091,0.011665,1,198,355.371,12.5757,1,1,1
0.000848788,0.00151143,0.00789079,1,202,391.016,11.8196,1,1,1
0.00179521,0.00287513,0.0422359,1,192,391.016,12.3873,1,1,1
0.00129229,0.0025702,0.0148532,1,197,391.016,11.5934,1,1,1
0.000844796,0.00215771,0.0269086,1,195,391.016,10.9116,1,1,1
0.00131612,0.000994179,0.0183383,1,198,391.016,11.4239,1,1,1
0.0018327,0.00644712,0.0226657,1,194,391.016,12.1672,1,1,1
0.00094347,0.00190617,0.0105643,1,194,391.016,12.1194,1,1,1
0.000623543,0.000872608,0.0105365,1,198,391.016,11.6176,1,1,1
0.00177126,0.00248356,0.0404042,1,196,391.016,13.0462,1,1,1
0.00122588,0.0237892,0.0230389,1,196,391.016,12.0563,1,1,1
0.000693086,0.00864343,0.00623667,1,191,391.016,11.9944,1,1,1
0.000646803,0.000459638,0.00879277,1,192,391.016,12.7071,1,1,1
0.00136746,0.00244793,0.0294493,1,198,391.016,11.5325,1,1,1
0.0017565,0.00272887,0.0337486,1,196,391.016,11.5768,1,1,1
0.00182457,0.00653575,0.0204092,0.984615,195,391.016,11.5015,1,0.984615,0.992248
0.000606807,0.000442217,0.00717088,1,200,391.016,11.634,1,1,1
0.00182368,0.00197261,0.0327582,0.994819,193,391.016,11.6786,1,0.994819,0.997403
0.00171568,0.00493474,0.0184425,1,193,391.016,11.9317,1,1,1
0.00222441,0.00562174,0.0319667,1,196,391.016,12.3411,1,1,1
0.00172684,0.00197261,0.0237058,1,197,391.016,11.5196,1,1,1
0.000684508,0.00058138,0.00799432,1,198,391.016,11.3374,1,1,1
0.00173946,0.0080733,0.0430139,1,201,391.016,13.1634,1,1,1
0.000958308,0.0118116,0.0135266,0.99005,201,391.016,11.456,1,0.99005,0.995
0.000665013,0.000534202,0.00913274,1,195,391.016,12.7235,1,1,1
0.00151366,0.00848388,0.0358033,1,192,391.016,11.8004,1,1,1
0.00222701,0.0081322,0.0117294,1,190,391.016,12.4492,1,1,1
0.0029398,0.0199232,0.0237093,1,198,391.016,11.9219,1,1,1
0.00153313,0.0123136,0.0104771,1,196,391.016,12.213,1,1,1
0.000733144,0.0092017,0.0329506,1,195,391.016,13.1296,1,1,1
0.00214375,0.00774736,0.035502,1,200,391.016,12.1835,1,1,1
0.000831169,0.0169824,0.00667543,1,197,391.016,10.9335,1,1,1
0.000725013,0.000847731,0.0104901,1,197,391.016,11.7753,1,1,1
0.001732,0.00180248,0.0266837,1,191,391.016,10.8418,1,1,1
0.00169345,0.016025,0.024637,1,195,391.016,10.9013,1,1,1
0.000903828,0.00714944,0.0103668,1,203,391.016,12.1769,1,1,1
0.00178902,0.00540261,0.028564,1,191,391.016,11.626,1,1,1
0.00239103,0.0135662,0.0176292,1,198,391.016,13.292,1,1,1
0.000702924,0.000562118,0.00850239,1,199,391.016,12.0789,1,1,1
0.00136194,0.00246464,0.0325537,1,197,391.016,12.0109,1,1,1
0.00179367,0.00529018,0.0152321,1,189,391.016,11.1778,1,1,1
0.0011003,0.0054386,0.00781345,0.994924,197,391.016,11.2211,1,0.994924,0.997455
0.00172125,0.0160714,0.0235326,1,200,391.016,11.5294,1,1,1
0.00186528,0.00518921,0.0156977,0.969231,195,391.016,11.2096,1,0.969231,0.984375
0.00204362,0.00322561,0.03681,1,201,391.016,11.0607,1,1,1
0.0061367,0.00116569,0.0121784,1,258,391.016,13.0841,1,1,1
0.00171681,0.00151583,0.00929954,1,193,391.016,11.3143,1,1,1
0.00182585,0.00227753,0.0256094,1,193,391.016,11.6913,1,1,1
0.00208302,0.00118243,0.024802,1,195,391.016,11.896,1,1,1
0.000798714,0.00466761,0.0101495,1,197,391.016,12.367,1,1,1
0.000719819,0.00078914,0.0116072,0.974874,199,391.016,11.9153,1,0.974874,0.987277
0.00133698,0.00258939,0.0247258,1,202,471.826,12.1491,1,1,1
0.0128595,0.00374071,0.0127395,1,262,471.826,13.3955,1,1,1
0.00197553,0.0184591,0.00638198,0.994764,191,471.826,11.3815,1,0.994764,0.997375
0.00109203,0.000715324,0.0137017,1,192,471.826,11.8486,1,1,1
0.00159341,0.00825659,0.0254528,1,188,471.826,12.0713,1,1,1
0.00159713,0.00279792,0.0118675,1,193,471.826,12.2977,1,1,1
0.00197026,0.00380021,0.0353828,1,195,471.826,12.2604,1,1,1
0.000622512,0.00190072,0.00771184,1,200,471.826,12.0101,1,1,1
0.0032839,0.00138615,0.0235836,1,194,471.826,12.0359,1,1,1
0.00175456,0.00503369,0.0287277,1,185,471.826,11.8665,1,1,1
0.00173063,0.0143487,0.0475697,1,196,471.826,12.2528,1,1,1
0.000603087,0.000868061,0.00961028,1,192,471.826,12.331,1,1,1
0.00119608,0.00325326,0.0232536,1,197,471.826,11.4261,1,1,1
0.00161636,0.00179375,0.0156137,1,196,471.826,11.8756,1,1,1
0.0105115,0.00326528,0.0216319,1,258,471.826,13.8125,1,1,1
0.00187388,0.00143634,0.00749006,1,194,471.826,11.8,1,1,1
0.00172231,0.00313562,0.0250163,1,192,471.826,12.1249,1,1,1
0.000695215,0.000568283,0.0118522,1,199,471.826,12.3562,1,1,1
0.00123193,0.00968485,0.0345328,1,189,471.826,11.3217,1,1,1
0.00205823,0.00234783,0.0153281,1,194,471.826,12.1379,1,1,1
0.000593817,0.0131952,0.0108332,1,192,471.826,11.7487,1,1,1
0.00176322,0.00144158,0.0251036,1,197,471.826,11.7639,1,1,1
0.00191502,0.00210662,0.0117657,1,196,471.826,11.7103,1,1,1
0.000795042,0.00094195,0.0103057,1,193,471.826,11.3596,1,1,1
0.000934104,0.0109258,0.00706913,1,195,471.826,12.368,1,1,1
0.000631614,0.00890762,0.00815067,1,190,471.826,12.1954,1,1,1
0.000539509,0.0124866,0.00609249,1,188,471.826,12.3363,1,1,1
0.000611863,0.000415484,0.00641776,1,196,471.826,11.5787,1,1,1
0.00107196,0.00110205,0.0166938,1,193,471.826,11.1144,1,1,1
0.00175417,0.00603105,0.0244179,1,194,471.826,12.9076,1,1,1
0.000737477,0.000545781,0.0121982,1,197,471.826,11.6146,1,1,1
0.000824938,0.000807754,0.0314413,1,194,471.826,11.0556,1,1,1
0.0018292,0.00164622,0.0226763,1,195,471.826,12.7687,1,1,1
0.00135922,0.00252563,0.021288,1,196,471.826,12.5584,1,1,1
0.00152408,0.000935932,0.0252763,1,192,471.826,11.3635,1,1,1
0.00224052,0.00821046,0.024117,1,194,471.826,11.9199,1,1,1
0.000987023,0.0127978,0.00968846,1,197,471.826,11.5941,1,1,1
0.000936417,0.00161885,0.00751809,1,194,471.826,11.6518,1,1,1
0.00253995,0.00253839,0.0377137,1,192,471.826,12.5789,1,1,1
0.0011226,0.0156392,0.00699563,1,190,471.826,11.6895,1,1,1
0.00097448,0.00778914,0.015568,1,196,471.826,11.7775,1,1,1
0.00173857,0.00898974,0.0144843,1,191,471.826,12.524,1,1,1
0.00171822,0.0031553,0.0154683,1,196,471.826,11.4098,1,1,1
0.00113169,0.000768827,0.0242273,1,194,471.826,11.0028,1,1,1
0.00178538,0.00125098,0.025289,0.989691,194,471.826,12.1464,1,0.989691,0.994819
0.002794,0.0207488,0.0128798,1,196,471.826,12.0642,1,1,1
0.000666469,0.00120192,0.010318,1,195,471.826,12.4008,1,1,1
0.000956821,0.00134293,0.0400091,0.994924,197,471.826,12.2144,1,0.994924,0.997455
0.00065769,0.00259154,0.00710687,1,191,471.826,12.2692,1,1,1
0.00174305,0.00746846,0.0256708,1,199,471.826,12.3725,1,1,1
0.000958617,0.00149815,0.0168275,1,199,474.121,12.4506,1,1,1
0.000545043,0.000411502,0.00644979,1,193,474.121,11.594,1,1,1
0.00190661,0.00709291,0.0272918,1,190,474.121,10.8089,1,1,1
0.00218171,0.00459976,0.0196842,1,197,474.121,11.6489,1,1,1
0.000604315,0.000450081,0.00881525,0.995025,201,474.121,10.9843,1,0.995025,0.997506
0.00175085,0.00185314,0.0337316,1,204,474.121,11.9906,1,1,1
0.00194728,0.00128247,0.0191184,1,193,474.121,12.4143,1,1,1
0.00101222,0.00158114,0.00707672,1,188,474.121,11.8212,1,1,1
0.000972788,0.000966377,0.0174804,1,191,474.121,11.3134,1,1,1
0.00171357,0.00149227,0.0323231,1,196,474.121,12.3175,1,1,1
0.000961102,0.0145666,0.00786934,0.979899,199,474.121,11.3007,1,0.979899,0.989848
0.000584747,0.000713369,0.00643825,1,197,474.121,11.615,1,1,1
0.00179013,0.00169365,0.026475,0.994872,195,474.121,11.9205,1,0.994872,0.997429
0.00203653,0.00704728,0.0135742,1,196,474.121,11.9575,1,1,1
0.00181217,0.00453372,0.0255491,0.994681,188,474.121,10.7677,1,0.994681,0.997333
0.000707581,0.000991439,0.0138253,1,194,474.121,12.3249,1,1,1
0.00119731,0.00424599,0.0211868,1,199,474.121,12.3945,1,1,1
0.00106694,0.00988645,0.0221944,1,198,474.121,11.4032,1,1,1
0.00137849,0.00372663,0.022787,1,199,474.121,12.0654,1,1,1
0.00528049,0.0083087,0.00882467,0.996198,263,474.121,13.3816,1,0.996198,0.998095
0.00142652,0.00218605,0.0129535,1,196,474.121,10.64,1,1,1
0.00153111,0.00740284,0.0241159,1,192,474.121,10.4514,1,1,1
0.00206218,0.00660047,0.0132858,1,197,474.121,11.7461,1,1,1
0.00057596,0.000649549,0.00741301,1,193,474.121,11.8622,1,1,1
0.00183865,0.00136289,0.0243962,1,200,474.121,12.7605,1,1,1
0.00155125,0.00845467,0.014394,1,196,474.121,12.7258,1,1,1
0.000909243,0.00353414,0.0115523,0.984043,188,474.121,10.5546,1,0.984043,0.991957
0.00176605,0.00173348,0.0270792,1,200,474.121,12.3426,1,1,1
0.00218617,0.00646435,0.0131128,1,188,474.121,12.3361,1,1,1
0.00172485,0.00418862,0.0300979,0.994872,195,474.121,10.973,1,0.994872,0.997429
0.00115638,0.00649906,0.00835124,0.994792,192,474.121,10.9609,1,0.994792,0.997389
0.000654892,0.00358398,0.0144805,1,201,474.121,12.2516,1,1,1
0.00151969,0.00102339,0.0255743,1,198,474.121,11.6468,1,1,1
0.00183275,0.0133999,0.0126115,1,195,474.121,12.0401,1,1,1
0.00165049,0.00335271,0.0188306,1,192,474.121,11.9508,1,1,1
0.00159998,0.00190726,0.01696,1,196,474.121,11.6652,1,1,1
0.00207042,0.00698737,0.00990858,1,192,474.121,11.8703,1,1,1
0.00189105,0.00271565,0.0275571,1,196,474.121,12.601,1,1,1
0.00116214,0.000940474,0.0198023,1,194,474.121,11.3154,1,1,1
0.00174733,0.00367571,0.0441923,1,197,474.121,11.1401,1,1,1
0.000925532,0.000680272,0.0124941,1,199,474.121,13.7006,1,1,1
0.00138016,0.0119235,0.0198924,1,190,474.121,11.6094,1,1,1
0.000775502,0.00807516,0.010035,1,198,474.121,12.3906,1,1,1
0.000642337,0.000839094,0.01393,1,198,474.121,11.8511,1,1,1
0.00172391,0.00160117,0.023169,1,194,474.121,11.8983,1,1,1
0.00231264,0.00435665,0.0228185,0.979899,199,474.121,11.824,1,0.979899,0.989848
0.000650763,0.000664961,0.00688075,1,199,474.121,11.9443,1,1,1
0.00188087,0.0074638,0.0395528,1,187,474.121,11.4521,1,1,1
0.00116647,0.0012666,0.0127936,1,197,474.121,12.4909,1,1,1
0.00188317,0.00183673,0.0434827,1,193,474.121,11.2437,1,1,1
0.00231768,0.00122296,0.0137673,1,195,516.26,11.706,1,1,1
0.00171035,0.00659804,0.0346135,1,201,516.26,12.0609,1,1,1
0.000914884,0.00850162,0.00994994,1,203,516.26,11.9247,1,1,1
0.000972625,0.00119473,0.0112739,1,200,516.26,11.2986,1,1,1
0.000853028,0.00791661,0.0159073,1,197,516.26,11.3299,1,1,1
0.000902226,0.00164525,0.0162388,1,199,516.26,11.3234,1,1,1
0.00124497,0.00202533,0.0407008,1,194,516.26,11.9599,1,1,1
0.00182697,0.00127573,0.0249836,1,188,516.26,11.3795,1,1,1
0.00181879,0.00816515,0.0279145,1,203,516.26,11.6702,1,1,1
0.00147898,0.000639851,0.0116979,0.978947,190,516.26,10.6417,1,0.978947,0.989362
0.000776542,0.00644667,0.0123317,1,192,516.26,12.4658,1,1,1
0.00195431,0.00132706,0.0251623,1,196,516.26,11.5606,1,1,1
0.00143137,0.00208379,0.0107686,1,199,516.26,11.7626,1,1,1
0.000960259,0.00675144,0.062756,1,190,516.26,12.0656,1,1,1
0.00122515,0.0168093,0.00822495,1,194,516.26,12.4298,1,1,1
0.000821683,0.0276436,0.0080883,1,194,516.26,11.6399,1,1,1
0.00226239,0.0134521,0.0316091,1,188,516.26,11.34,1,1,1
0.000971594,0.0156758,0.010896,1,199,516.26,11.9251,1,1,1
0.00178945,0.00730523,0.0363603,1,195,516.26,12.7474,1,1,1
0.00101667,0.0037879,0.0100254,1,201,516.26,11.6969,1,1,1
0.00139379,0.0131922,0.0194858,1,200,516.26,12.635,1,1,1
0.00170111,0.0173029,0.019407,1,189,516.26,11.8509,1,1,1
0.000668653,0.00384028,0.0068612,1,191,516.26,12.0048,1,1,1
0.00298324,0.00927996,0.0217381,1,188,516.26,12.3108,1,1,1
0.000807717,0.00234104,0.0139111,1,198,516.26,12.5473,1,1,1
0.00184551,0.0128862,0.0251413,1,203,516.26,10.7961,1,1,1
0.000597228,0.0135521,0.00756938,1,201,516.26,12.2384,1,1,1
0.00171144,0.00446385,0.0439797,1,194,516.26,12.1931,1,1,1
0.0023387,0.00209427,0.0139699,1,189,516.26,11.6006,1,1,1
0.000606008,0.000624577,0.00663496,1,200,516.26,11.5798,1,1,1
0.0018961,0.00242293,0.0337574,1,202,516.26,10.4877,1,1,1
0.00216695,0.00614695,0.029543,1,191,516.26,12.3006,1,1,1
0.000594249,0.000541179,0.00660001,1,189,516.26,12.6647,1,1,1
0.00171375,0.00119914,0.0321396,1,201,516.26,12.424,1,1,1
0.00121929,0.00361221,0.0119437,1,193,516.26,10.9107,1,1,1
0.00272969,0.00627084,0.0290178,1,197,516.26,11.5815,1,1,1
0.00236789,0.0178699,0.00967796,1,199,516.26,12.0514,1,1,1
0.000598081,0.00534188,0.00744807,1,193,516.26,12.1488,1,1,1
0.00113446,0.00116333,0.023555,1,200,516.26,11.765,1,1,1
0.00178191,0.00194357,0.0200119,1,189,516.26,12.1531,1,1,1
0.00107518,0.0170972,0.00892753,1,198,516.26,12.5962,1,1,1
0.000590346,0.0016973,0.00705639,1,190,516.26,11.7644,1,1,1
0.000798989,0.000862727,0.010934,1,196,516.26,11.8179,1,1,1
0.00184543,0.00205051,0.0342361,1,199,516.26,12.0636,1,1,1
0.00120543,0.000917723,0.0148223,1,199,516.26,12.2184,1,1,1
0.000614389,0.00176015,0.00704261,1,189,516.26,11.2776,1,1,1
0.00179729,0.00300112,0.0285211,1,202,516.26,10.7795,1,1,1
0.00202706,0.0135907,0.0217717,1,206,516.26,11.8292,1,1,1
0.000892133,0.00575089,0.0115442,1,196,516.26,11.5844,1,1,1
0.00185069,0.00891369,0.0385558,1,198,555.029,11.852,1,1,1
0.00133989,0.00169896,0.0135396,1,191,555.029,11.979,1,1,1
0.00104667,0.00389091,0.0138992,0.994737,190,555.029,10.8846,1,0.994737,0.997361
0.00095177,0.0022466,0.0140424,1,193,555.029,11.9187,1,1,1
0.00206103,0.0183792,0.0470985,0.984536,194,555.029,11.1193,1,0.984536,0.992208
0.000722449,0.00673585,0.00879816,1,190,555.029,11.4627,1,1,1
0.00196984,0.0217977,0.0256492,1,193,555.029,12.2031,1,1,1
0.00110379,0.00361391,0.0119238,1,193,555.029,12.469,1,1,1
0.00105276,0.0128151,0.0114524,1,192,555.029,12.0038,1,1,1
0.0017958,0.00143358,0.0474738,1,198,555.029,11.3273,1,1,1
0.000753353,0.00216169,0.0138763,1,202,555.029,12.0533,1,1,1
0.000971058,0.0155471,0.0157907,1,194,555.029,11.9854,1,1,1
0.000621077,0.000485023,0.00756462,1,196,555.029,12.4316,1,1,1
0.00179743,0.00265531,0.0297701,1,196,555.029,11.921,1,1,1
0.000990575,0.00459181,0.011311,1,199,555.029,11.2904,1,1,1
0.000585852,0.00101652,0.00731515,1,197,555.029,11.3533,1,1,1
0.00183977,0.00148646,0.0240448,1,198,555.029,11.9559,1,1,1
0.00525775,0.0144177,0.0140266,1,193,555.029,12.3068,1,1,1
0.00176429,0.0194014,0.0516977,1,194,555.029,11.7678,1,1,1
0.00203644,0.00366803,0.0260786,1,201,555.029,11.7391,1,1,1
0.000762913,0.000558541,0.00862958,0.994924,197,555.029,12.0694,1,0.994924,0.997455
0.000827339,0.00247253,0.0196321,1,192,555.029,11.1125,1,1,1
0.00211022,0.00134158,0.029164,1,199,555.029,11.3249,1,1,1
0.00138865,0.00833323,0.0102403,1,193,555.029,11.426,1,1,1
0.000916951,0.00744329,0.00655486,1,191,555.029,11.577,1,1,1
0.000850732,0.000626168,0.0181343,1,196,555.029,12.76,1,1,1
0.000918475,0.00140848,0.0122207,1,195,555.029,12.4991,1,1,1
0.00182089,0.00492682,0.028813,1,192,555.029,12.5767,1,1,1
0.000899717,0.0187497,0.00911549,1,197,555.029,12.3594,1,1,1
0.00130365,0.00507204,0.0249029,0.989744,195,555.029,11.843,1,0.989744,0.994845
0.00218501,0.0179234,0.0142145,1,197,555.029,11.2354,1,1,1
0.000715303,0.000432985,0.00656442,1,193,555.029,11.535,1,1,1
0.00185302,0.00358968,0.0224168,1,192,555.029,12.0059,1,1,1
0.00246166,0.0266735,0.016305,1,196,555.029,11.3445,1,1,1
0.000542999,0.00179539,0.00696303,1,195,555.029,11.5017,1,1,1
0.00178026,0.00161448,0.0441358,1,189,555.029,11.5957,1,1,1
0.00240269,0.0016257,0.0172025,1,202,555.029,11.2884,1,1,1
0.00182517,0.00500163,0.0447031,1,197,555.029,12.0245,1,1,1
0.000698202,0.00470899,0.00742798,1,192,555.029,11.4612,1,1,1
0.0015961,0.0016315,0.0331968,1,197,555.029,11.4907,1,1,1
0.00155221,0.00105808,0.0205421,0.984293,191,555.029,11.3783,1,0.984293,0.992084
0.00137014,0.00100316,0.049866,1,192,555.029,11.958,1,1,1
0.00127441,0.0320097,0.00627529,1,190,555.029,11.0013,1,1,1
0.00118185,0.0011668,0.00636245,1,191,555.029,11.6251,1,1,1
0.00180091,0.00181921,0.041922,1,193,555.029,11.2439,1,1,1
0.00195251,0.00543498,0.0124028,1,191,555.029,11.751,1,1,1
0.000679731,0.0017861,0.00650113,0.994898,196,555.029,11.9208,1,0.994898,0.997442
0.0017845,0.0020843,0.0278784,1,199,555.029,11.6479,1,1,1
0.00225286,0.0152102,0.0176681,1,196,555.029,12.4005,1,1,1
0.000559686,0.00159939,0.00773748,1,198,555.029,11.4722,1,1,1
0.000853047,0.000698112,0.013745,1,200,555.029,11.6902,1,1,1
0.00139052,0.00110863,0.0289212,1,197,598.682,11.596,1,1,1
0.000978985,0.0033643,0.0135838,0.985075,201,598.682,11.9403,1,0.985075,0.992481
0.00175871,0.00256269,0.0269175,1,192,598.682,12.565,1,1,1
0.00123237,0.00143161,0.00954791,1,189,598.682,11.0278,1,1,1
0.00249529,0.0116632,0.0253862,1,196,598.682,11.8479,1,1,1
0.0011016,0.0329256,0.0113056,0.994845,194,598.682,12.0547,1,0.994845,0.997416
0.00239692,0.0043263,0.0291551,1,193,598.682,12.1759,1,1,1
0.00145242,0.00068267,0.0102314,1,194,598.682,10.6045,1,1,1
0.00155178,0.00116967,0.0333641,1,198,598.682,11.1608,1,1,1
0.00174007,0.00126003,0.0242572,0.979899,199,598.682,11.0192,1,0.979899,0.989848
0.000862233,0.00676806,0.00772541,1,197,598.682,11.3498,1,1,1
0.00175441,0.00248244,0.0336887,1,194,598.682,11.7564,1,1,1
0.00196318,0.00129488,0.0154914,1,197,598.682,11.9923,1,1,1
0.0018025,0.00332787,0.0241814,1,197,598.682,11.8282,1,1,1
0.0009391,0.00346922,0.0143256,1,196,598.682,11.4738,1,1,1
0.000643141,0.00073585,0.00906491,0.990099,202,598.682,11.2001,1,0.990099,0.995025
0.00179543,0.00127834,0.0226706,1,192,598.682,11.9876,1,1,1
0.0029365,0.00473806,0.0215109,1,197,598.682,11.3654,1,1,1
0.00200752,0.0123547,0.0244616,1,191,598.682,11.0868,1,1,1
0.000670837,0.00290251,0.00925739,1,193,598.682,11.7178,1,1,1
0.000623519,0.00158364,0.00746665,1,190,598.682,10.883,1,1,1
0.00244135,0.0163252,0.0433464,0.989583,192,598.682,11.4789,1,0.989583,0.994764
0.000811413,0.000551053,0.00930752,0.994737,190,598.682,10.593,1,0.994737,0.997361
0.000877073,0.000745719,0.00665665,1,189,598.682,10.8878,1,1,1
0.0016536,0.00159894,0.0245383,0.989899,198,598.682,11.3954,1,0.989899,0.994924
0.00285228,0.0192667,0.0179327,1,193,598.682,11.5288,1,1,1
0.000748559,0.00103033,0.00657813,1,198,598.682,10.932,1,1,1
0.000602118,0.000466014,0.00883754,1,194,598.682,11.2895,1,1,1
0.00171935,0.00677905,0.0349994,1,187,598.682,10.2064,1,1,1
0.00136746,0.000862913,0.0147304,1,193,598.682,11.4845,1,1,1
0.00105225,0.00609092,0.0101481,1,196,598.682,12.375,1,1,1
0.00304454,0.00331462,0.0258994,1,194,598.682,12.0628,1,1,1
0.002256,0.00317891,0.0206308,1,197,598.682,11.6758,1,1,1
0.00184486,0.0019867,0.0331217,1,196,598.682,11.0597,1,1,1
0.000770636,0.000936782,0.0141526,1,199,598.682,11.9685,1,1,1
0.000943393,0.00415843,0.0153289,0.989848,197,598.682,11.4408,1,0.989848,0.994898
0.00175143,0.00323123,0.0253015,1,198,598.682,11.9778,1,1,1
0.00193286,0.0108936,0.0242569,1,191,598.682,11.7044,1,1,1
0.000612983,0.00125517,0.0123646,1,200,598.682,12.2924,1,1,1
0.0017684,0.00137417,0.0248794,1,204,598.682,12.0254,1,1,1
0.00176648,0.00123629,0.0184846,1,191,598.682,12.1577,1,1,1
0.000904865,0.00680865,0.00844585,0.994845,194,598.682,11.4693,1,0.994845,0.997416
0.00158004,0.00146804,0.026027,1,191,598.682,11.5036,1,1,1
0.00225661,0.00999454,0.0208112,1,196,598.682,11.5721,1,1,1
0.000938955,0.0132562,0.00756842,0.994792,192,598.682,10.933,1,0.994792,0.997389
0.00142063,0.015037,0.0364271,1,193,598.682,10.8392,1,1,1
0.00115673,0.0077701,0.00962758,1,197,598.682,11.3918,1,1,1
0.00076851,0.00120105,0.0063872,1,192,598.682,12.0947,1,1,1
0.00244749,0.00199966,0.0250973,0.994924,197,598.682,11.4831,1,0.994924,0.997455
0.0018804,0.0045002,0.0277909,1,196,598.682,11.8088,1,1,1
0.000852681,0.0425012,0.00764047,0.994872,195,710.938,11.9866,1,0.994872,0.997429
0.00205946,0.00202709,0.0350976,1,192,710.938,12.1192,1,1,1
0.000892,0.00104586,0.00922494,1,195,710.938,12.0099,1,1,1
0.000995303,0.00228371,0.0191373,1,199,710.938,10.7946,1,1,1
0.00129718,0.000966839,0.0238397,1,198,710.938,11.041,1,1,1
0.001753,0.00156058,0.0170286,1,201,710.938,10.988,1,1,1
0.00190248,0.00225874,0.0350265,0.938462,195,710.938,11.8176,1,0.938462,0.968254
0.00115178,0.00270782,0.0113486,1,187,710.938,11.6832,1,1,1
0.00178328,0.00472123,0.0416151,1,192,710.938,11.6101,1,1,1
0.00144105,0.00177979,0.0123586,1,189,710.938,11.4327,1,1,1
