Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy,Num Normals,CPU Utilization (%),Model Confidence,Precision,Recall,F1 Score,True Positives,False Positives,False Negatives,True Negatives
0.00655903,0.00617236,0.0118765,1,212,195.85,12.5394,1,1,1,212,0,0,0
0.00536385,0.00542667,0.0134456,1,215,195.85,11.508,1,1,1,215,0,0,0
0.0126021,0.00207573,0.0249936,1,211,195.85,12.3042,1,1,1,211,0,0,0
0.00811556,0.00652887,0.0127462,1,212,195.85,12.5606,1,1,1,212,0,0,0
0.00567264,0.0123513,0.00682593,0.985646,209,195.85,11.384,1,0.985646,0.992771,206,0,3,0
0.00470354,0.00206142,0.0122984,1,214,195.85,12.4197,1,1,1,214,0,0,0
0.00756817,0.000942412,0.0268871,1,212,195.85,11.8544,1,1,1,212,0,0,0
0.0121479,0.00146171,0.0302891,1,209,195.85,12.1559,1,1,1,209,0,0,0
0.00536851,0.00547527,0.0129236,1,212,195.85,11.7411,1,1,1,212,0,0,0
0.00725009,0.000823235,0.0158285,1,213,195.85,12.2933,1,1,1,213,0,0,0
0.0119639,0.0012947,0.0254328,1,211,195.85,13.024,1,1,1,211,0,0,0
0.00662278,0.000531928,0.00860285,1,214,195.85,12.3148,1,1,1,214,0,0,0
0.0159062,0.0107214,0.0305941,1,213,195.85,11.7798,1,1,1,213,0,0,0
0.00394483,0.00244794,0.00703925,1,210,195.85,12.7593,1,1,1,210,0,0,0
0.00689348,0.00707459,0.0149721,1,208,195.85,12.2061,1,1,1,208,0,0,0
0.00759514,0.00144941,0.0159981,1,210,195.85,12.8943,1,1,1,210,0,0,0
0.00738368,0.00131792,0.0155927,1,213,195.85,12.5404,1,1,1,213,0,0,0
0.00904643,0.00105552,0.0207076,1,211,195.85,12.3244,1,1,1,211,0,0,0
0.0101262,0.0017493,0.0212673,1,214,195.85,12.0894,1,1,1,214,0,0,0
0.00478524,0.00767339,0.0108763,1,211,195.85,11.8121,1,1,1,211,0,0,0
0.00444583,0.00562108,0.00966749,1,212,260.254,12.1255,1,1,1,212,0,0,0
0.0119332,0.00137247,0.0251235,1,213,260.254,11.8063,1,1,1,213,0,0,0
0.00763408,0.000672545,0.0114572,1,207,260.254,12.1814,1,1,1,207,0,0,0
0.00555661,0.000890399,0.0100169,1,210,260.254,12.3565,1,1,1,210,0,0,0
0.0130044,0.00159423,0.0262207,1,206,260.254,11.4649,1,1,1,206,0,0,0
0.00933453,0.00514828,0.0102672,1,211,260.254,11.9174,1,1,1,211,0,0,0
0.0131574,0.0173709,0.0278056,1,217,260.254,12.5386,1,1,1,217,0,0,0
0.00583194,0.0019233,0.0107214,1,207,260.254,11.7533,1,1,1,207,0,0,0
0.0127952,0.0171217,0.0278938,1,212,260.254,12.0505,1,1,1,212,0,0,0
0.00594473,0.00070972,0.00984352,1,206,260.254,12.1745,1,1,1,206,0,0,0
0.0128353,0.0124816,0.0265811,1,207,260.254,12.3317,1,1,1,207,0,0,0
0.00519932,0.00526657,0.008126,1,214,260.254,12.659,1,1,1,214,0,0,0
0.00600933,0.00439209,0.0141966,1,210,260.254,12.1061,1,1,1,210,0,0,0
0.00652343,0.0140341,0.00737619,1,210,260.254,11.8719,1,1,1,210,0,0,0
0.0129487,0.0043144,0.0231379,1,210,260.254,12.4048,1,1,1,210,0,0,0
0.00398078,0.000517493,0.00869266,1,212,260.254,12.5291,1,1,1,212,0,0,0
0.00555253,0.00109315,0.0138972,1,208,260.254,12.3278,1,1,1,208,0,0,0
0.0123222,0.00152002,0.0263109,1,213,260.254,12.2343,1,1,1,213,0,0,0
0.00911843,0.00405554,0.010975,1,207,260.254,12.4722,1,1,1,207,0,0,0
0.0040878,0.000970018,0.0117342,1,207,260.254,12.4745,1,1,1,207,0,0,0
0.0120431,0.00160045,0.0265139,1,210,260.254,12.2864,1,1,1,210,0,0,0
0.00964072,0.00374319,0.0113066,1,213,260.254,12.1935,1,1,1,213,0,0,0
0.0126636,0.0166847,0.029569,1,207,260.254,12.3513,1,1,1,207,0,0,0
0.00560128,0.00266367,0.00924129,1,215,260.254,11.9379,1,1,1,215,0,0,0
0.0137621,0.0154947,0.0291898,1,214,260.254,12.3237,1,1,1,214,0,0,0
0.00601761,0.00295863,0.00985581,1,209,260.254,11.6159,1,1,1,209,0,0,0
0.0043548,0.0039792,0.0091758,1,215,260.254,11.3456,1,1,1,215,0,0,0
0.0106208,0.00138438,0.0256973,1,203,260.254,12.176,1,1,1,203,0,0,0
0.0142587,0.0024048,0.0192058,1,210,260.254,12.1317,1,1,1,210,0,0,0
0.0133959,0.0118986,0.0272451,1,215,260.254,12.5176,1,1,1,215,0,0,0
0.00489953,0.00124039,0.00888478,1,209,260.254,12.2823,1,1,1,209,0,0,0
0.00621383,0.00689856,0.0156027,1,206,260.254,12.0835,1,1,1,206,0,0,0
0.016317,0.00219556,0.0263537,1,217,260.254,12.4447,1,1,1,217,0,0,0
0.00790564,0.0109155,0.00884908,1,212,260.254,11.8875,1,1,1,212,0,0,0
0.0121757,0.0137376,0.0257108,1,211,260.254,12.8789,1,1,1,211,0,0,0
0.0058932,0.000973662,0.010783,1,205,260.254,12.2714,1,1,1,205,0,0,0
0.00588929,0.00799848,0.0174621,1,217,260.254,11.9354,1,1,1,217,0,0,0
0.0121291,0.00576089,0.0268083,1,210,260.254,12.4711,1,1,1,210,0,0,0
0.00624242,0.0105822,0.0088789,1,213,260.254,12.1646,1,1,1,213,0,0,0
0.0157147,0.0139398,0.0371953,1,211,260.254,12.2903,1,1,1,211,0,0,0
0.00548616,0.00148702,0.00960476,1,213,260.254,12.0156,1,1,1,213,0,0,0
0.00362099,0.000813405,0.00794059,1,213,260.254,11.9763,1,1,1,213,0,0,0
0.00465358,0.000621503,0.0113272,1,207,260.254,12.1029,1,1,1,207,0,0,0
0.0121012,0.00141815,0.0252038,1,213,260.254,12.4014,1,1,1,213,0,0,0
0.0104114,0.00671246,0.00968099,1,208,260.254,11.5389,1,1,1,208,0,0,0
0.00463498,0.00120376,0.011011,1,210,260.254,12.5633,1,1,1,210,0,0,0
0.00689583,0.00485632,0.00749643,1,206,260.254,11.8776,1,1,1,206,0,0,0
0.00344987,0.00772353,0.00720964,1,210,260.254,12.1176,1,1,1,210,0,0,0
0.00577979,0.000713931,0.0162653,1,210,260.254,12.6004,1,1,1,210,0,0,0
0.00996081,0.0092909,0.0199694,1,211,260.254,12.2289,1,1,1,211,0,0,0
0.00339699,0.00698816,0.00731057,1,210,263.477,12.5141,1,1,1,210,0,0,0
0.00591313,0.000793596,0.0161454,1,210,263.477,12.0648,1,1,1,210,0,0,0
0.0104908,0.00293532,0.0222112,1,209,263.477,11.8501,1,1,1,209,0,0,0
0.00546766,0.00100123,0.0117106,1,214,263.477,12.3603,1,1,1,214,0,0,0
0.012116,0.00237931,0.0292317,1,208,263.477,11.8859,1,1,1,208,0,0,0
0.00719168,0.0027953,0.00980804,1,214,263.477,12.5156,1,1,1,214,0,0,0
0.00473125,0.0016038,0.0173706,1,216,263.477,11.7452,1,1,1,216,0,0,0
0.00545949,0.000760843,0.0118103,1,213,263.477,11.995,1,1,1,213,0,0,0
0.00556127,0.0160498,0.0111053,1,207,263.477,12.5444,1,1,1,207,0,0,0
0.00462823,0.00057087,0.0110025,1,210,263.477,11.9372,1,1,1,210,0,0,0
0.00873296,0.0149778,0.0251796,1,211,263.477,12.5911,1,1,1,211,0,0,0
0.00791702,0.00629343,0.0106803,1,213,263.477,12.1558,1,1,1,213,0,0,0
0.00382449,0.0011271,0.0127976,1,210,263.477,12.6455,1,1,1,210,0,0,0
0.0124446,0.00154233,0.0270342,1,210,263.477,12.9317,1,1,1,210,0,0,0
0.00987797,0.012344,0.0140057,1,208,263.477,12.0331,1,1,1,208,0,0,0
0.0131807,0.00629028,0.0250812,1,206,263.477,12.109,1,1,1,206,0,0,0
0.00702537,0.00360882,0.00997467,1,214,263.477,11.9859,1,1,1,214,0,0,0
0.0178024,0.0204011,0.0322877,1,214,263.477,11.8746,1,1,1,214,0,0,0
0.00480707,0.0033291,0.00908616,1,214,263.477,12.1478,1,1,1,214,0,0,0
0.0120659,0.00323357,0.0277796,1,211,263.477,12.1183,1,1,1,211,0,0,0
0.00630941,0.00167619,0.0105766,1,210,263.477,12.6898,1,1,1,210,0,0,0
0.0123534,0.0155433,0.0464378,1,211,263.477,12.4073,1,1,1,211,0,0,0
0.00419936,0.000495299,0.00809932,1,213,263.477,12.3176,1,1,1,213,0,0,0
0.0129318,0.00497613,0.0281003,1,211,263.477,12.1903,1,1,1,211,0,0,0
0.00872417,0.00672033,0.0101654,1,212,263.477,12.3616,1,1,1,212,0,0,0
0.013095,0.0032895,0.0256722,1,211,263.477,12.0898,1,1,1,211,0,0,0
0.0074195,0.00588678,0.00998219,1,209,263.477,12.9228,1,1,1,209,0,0,0
0.00431272,0.00369968,0.0113071,1,213,263.477,12.4176,1,1,1,213,0,0,0
0.0113569,0.00248906,0.0272525,1,209,263.477,12.45,1,1,1,209,0,0,0
0.0158221,0.0161372,0.00972542,1,209,263.477,12.0433,1,1,1,209,0,0,0
0.00470774,0.0220976,0.011288,1,209,263.477,12.3234,1,1,1,209,0,0,0
0.0126798,0.00320099,0.0266375,1,212,263.477,12.5283,1,1,1,212,0,0,0
0.00680556,0.00636843,0.0109785,1,210,263.477,12.4053,1,1,1,210,0,0,0
0.0128568,0.0104075,0.0251562,1,210,263.477,11.8903,1,1,1,210,0,0,0
0.0056503,0.000604698,0.00979444,1,210,263.477,12.815,1,1,1,210,0,0,0
0.00453044,0.00386313,0.011712,1,215,263.477,11.882,1,1,1,215,0,0,0
0.0122497,0.00138393,0.0277661,1,213,263.477,12.1756,1,1,1,213,0,0,0
0.0102764,0.0076554,0.0105595,1,211,263.477,11.6309,1,1,1,211,0,0,0
0.0121069,0.00650809,0.026651,1,208,263.477,12.3328,1,1,1,208,0,0,0
0.00721457,0.0126891,0.00869324,1,209,263.477,12.0237,1,1,1,209,0,0,0
0.0120762,0.0137,0.0251262,1,209,263.477,11.6969,1,1,1,209,0,0,0
0.007718,0.00411122,0.0105162,1,205,263.477,12.0794,1,1,1,205,0,0,0
0.00383152,0.000719275,0.00885869,1,212,263.477,11.937,1,1,1,212,0,0,0
0.0108746,0.00198789,0.0276734,1,215,263.477,11.8706,1,1,1,215,0,0,0
0.0131354,0.00153115,0.0156281,1,213,263.477,12.2284,1,1,1,213,0,0,0
0.00393286,0.00703076,0.00875602,1,212,263.477,12.2398,1,1,1,212,0,0,0
0.00875715,0.00131281,0.0287602,1,213,263.477,12.5244,1,1,1,213,0,0,0
0.0109979,0.0141087,0.00949869,1,213,263.477,12.5624,1,1,1,213,0,0,0
0.0130873,0.0205406,0.0273085,1,210,263.477,12.4038,1,1,1,210,0,0,0
0.00490565,0.00103578,0.00843332,1,210,263.477,12.9163,1,1,1,210,0,0,0
0.00402339,0.00579178,0.00953794,1,213,322.461,12.272,1,1,1,213,0,0,0
0.0121255,0.00155296,0.0277717,1,214,322.461,12.3639,1,1,1,214,0,0,0
0.00688753,0.0121606,0.00894182,1,214,322.461,11.7617,1,1,1,214,0,0,0
0.0129049,0.00887702,0.0262526,1,207,322.461,11.9704,1,1,1,207,0,0,0
0.00749401,0.00157858,0.0110304,1,205,322.461,12.502,1,1,1,205,0,0,0
0.0121374,0.0163725,0.0289356,1,210,322.461,12.4202,1,1,1,210,0,0,0
0.00602551,0.0014951,0.00982562,1,213,322.461,12.2243,1,1,1,213,0,0,0
0.00433273,0.000883298,0.01262,1,217,322.461,11.8889,1,1,1,217,0,0,0
0.0121518,0.00184238,0.0252473,1,212,322.461,11.8344,1,1,1,212,0,0,0
0.0106944,0.0131478,0.00946776,1,211,322.461,12.5945,1,1,1,211,0,0,0
0.00341568,0.00517914,0.00676756,1,210,322.461,12.8422,1,1,1,210,0,0,0
0.0121212,0.0014012,0.042115,1,209,322.461,12.0046,1,1,1,209,0,0,0
0.00643926,0.00632193,0.00949079,1,207,322.461,13.3411,1,1,1,207,0,0,0
0.0126993,0.00737652,0.0285124,1,211,322.461,12.4546,1,1,1,211,0,0,0
0.00619596,0.00842837,0.00885173,1,206,322.461,12.4658,1,1,1,206,0,0,0
0.00421862,0.000926567,0.0114284,1,207,322.461,11.9837,1,1,1,207,0,0,0
0.0118633,0.00149474,0.0259753,1,209,322.461,11.9658,1,1,1,209,0,0,0
0.0104105,0.00277399,0.0115639,1,211,322.461,11.4777,1,1,1,211,0,0,0
0.00405726,0.000872233,0.00912254,1,204,322.461,12.2885,1,1,1,204,0,0,0
0.0121964,0.0013861,0.025467,1,209,322.461,12.0432,1,1,1,209,0,0,0
0.0118556,0.00129954,0.0142244,1,205,322.461,12.5152,1,1,1,205,0,0,0
0.00447354,0.00188359,0.0112316,1,209,322.461,11.7603,1,1,1,209,0,0,0
0.0125329,0.00145065,0.0263528,1,213,322.461,12.4318,1,1,1,213,0,0,0
0.00886848,0.00078934,0.011006,1,212,322.461,12.8567,1,1,1,212,0,0,0
0.0121005,0.0117019,0.0261775,1,210,322.461,12.2273,1,1,1,210,0,0,0
0.00385076,0.000535172,0.0077568,1,208,322.461,12.258,1,1,1,208,0,0,0
0.00402632,0.00088322,0.0119314,1,212,322.461,12.0369,1,1,1,212,0,0,0
0.0106088,0.00162497,0.0247651,1,208,322.461,12.1133,1,1,1,208,0,0,0
0.0135093,0.00092292,0.0170053,1,213,322.461,12.0641,1,1,1,213,0,0,0
0.0128058,0.016611,0.0269115,1,202,322.461,12.0712,1,1,1,202,0,0,0
0.00619159,0.00761327,0.00864314,1,209,322.461,12.1432,1,1,1,209,0,0,0
0.0042036,0.001705,0.0114337,1,210,322.461,11.7908,1,1,1,210,0,0,0
0.00878837,0.00167828,0.0264419,1,210,322.461,11.6123,1,1,1,210,0,0,0
0.0127016,0.00374919,0.012569,1,212,322.461,12.387,1,1,1,212,0,0,0
0.0122289,0.00149014,0.0256773,1,212,322.461,11.7026,1,1,1,212,0,0,0
0.00655791,0.000694673,0.0108863,1,209,322.461,11.966,1,1,1,209,0,0,0
0.0176961,0.0014588,0.0288479,1,212,322.461,12.6101,1,1,1,212,0,0,0
0.00597237,0.00083599,0.0101509,1,204,322.461,11.7339,1,1,1,204,0,0,0
0.0171453,0.0166683,0.0303416,1,211,322.461,12.5669,1,1,1,211,0,0,0
0.00596558,0.000650305,0.00998087,1,216,322.461,11.99,1,1,1,216,0,0,0
0.00540567,0.00494217,0.00692086,1,214,322.461,12.2642,1,1,1,214,0,0,0
0.00448895,0.00069653,0.0123093,1,212,322.461,12.0339,1,1,1,212,0,0,0
0.00659607,0.00349619,0.0136033,1,215,322.461,11.8557,1,1,1,215,0,0,0
0.006535,0.00101165,0.0139036,1,213,322.461,12.418,1,1,1,213,0,0,0
0.01292,0.00145978,0.0264717,1,209,322.461,12.242,1,1,1,209,0,0,0
0.00696909,0.00216211,0.0125871,1,210,322.461,12.0312,1,1,1,210,0,0,0
0.012034,0.0126657,0.0273549,1,204,322.461,12.1484,1,1,1,204,0,0,0
0.00736036,0.00270869,0.00919845,1,208,322.461,12.1317,1,1,1,208,0,0,0
0.00551617,0.00405454,0.0125056,1,206,322.461,12.2697,1,1,1,206,0,0,0
0.0147246,0.0024287,0.0255571,1,212,322.461,12.055,1,1,1,212,0,0,0
0.00899102,0.0179799,0.0073216,1,210,384.766,12.0374,1,1,1,210,0,0,0
0.0036691,0.000890328,0.00874286,0.990476,210,384.766,12.1746,1,0.990476,0.995215,208,0,2,0
0.00614528,0.000836709,0.027356,1,213,384.766,12.1957,1,1,1,213,0,0,0
0.0104021,0.00198428,0.0213757,1,212,384.766,11.9732,1,1,1,212,0,0,0
0.00607894,0.00860349,0.0119081,1,209,384.766,12.1959,1,1,1,209,0,0,0
0.00726606,0.00145746,0.0182085,1,210,384.766,12.2861,1,1,1,210,0,0,0
0.00846495,0.00197492,0.0177943,1,211,384.766,12.0836,1,1,1,211,0,0,0
0.0136786,0.00435578,0.0272246,1,208,384.766,12.0666,1,1,1,208,0,0,0
0.00604711,0.000949695,0.0103764,1,206,384.766,12.5422,1,1,1,206,0,0,0
0.00402424,0.00666299,0.00764826,1,205,384.766,12.6985,1,1,1,205,0,0,0
0.00735518,0.000908901,0.0233234,1,209,384.766,12.462,1,1,1,209,0,0,0
0.0129676,0.00142553,0.0211049,1,209,384.766,12.2779,1,1,1,209,0,0,0
0.0154877,0.00424455,0.0259948,1,212,384.766,12.0363,1,1,1,212,0,0,0
0.00672961,0.00654893,0.00975104,1,211,384.766,12.4688,1,1,1,211,0,0,0
0.0044079,0.00353507,0.0122414,1,211,384.766,12.1706,1,1,1,211,0,0,0
0.00688857,0.0150645,0.0188596,1,213,384.766,12.3138,1,1,1,213,0,0,0
0.00492831,0.00989024,0.00846186,1,212,384.766,12.6283,1,1,1,212,0,0,0
0.0039729,0.00185781,0.00931539,1,213,384.766,12.3086,1,1,1,213,0,0,0
0.0120451,0.00150274,0.0259545,1,210,384.766,12.3078,1,1,1,210,0,0,0
0.00839061,0.00649805,0.0106111,1,207,384.766,12.943,1,1,1,207,0,0,0
0.0127091,0.012498,0.0258532,1,212,384.766,12.5202,1,1,1,212,0,0,0
0.00965104,0.0158858,0.00924082,1,212,384.766,11.9685,1,1,1,212,0,0,0
0.00431464,0.00373891,0.00683736,1,210,384.766,12.3506,1,1,1,210,0,0,0
0.00441336,0.00147304,0.0109152,1,216,384.766,11.9038,1,1,1,216,0,0,0
0.0120712,0.00154764,0.0252712,1,212,384.766,12.1375,1,1,1,212,0,0,0
0.011582,0.00587962,0.0106224,1,208,384.766,11.9429,1,1,1,208,0,0,0
0.012131,0.00202214,0.0301665,1,217,384.766,11.9052,1,1,1,217,0,0,0
0.00500152,0.00216718,0.00966331,1,212,384.766,12.4692,1,1,1,212,0,0,0
0.0122247,0.0172481,0.0377197,1,212,384.766,12.1131,1,1,1,212,0,0,0
0.00693217,0.00058293,0.0099287,1,212,384.766,12.3225,1,1,1,212,0,0,0
0.0125564,0.00215828,0.0300619,1,207,384.766,12.0052,1,1,1,207,0,0,0
0.00684347,0.00510847,0.00887884,1,205,384.766,11.7696,1,1,1,205,0,0,0
0.0048384,0.00155412,0.0143377,1,214,384.766,12.0767,1,1,1,214,0,0,0
0.0124089,0.00902192,0.0287061,1,210,384.766,11.7352,1,1,1,210,0,0,0
0.00663305,0.00168925,0.0107411,1,210,384.766,12.3297,1,1,1,210,0,0,0
0.0141979,0.0164091,0.0292885,1,215,384.766,12.0383,1,1,1,215,0,0,0
0.00647795,0.000609463,0.00956386,1,211,384.766,12.6507,1,1,1,211,0,0,0
0.00425382,0.00231505,0.0122951,1,207,384.766,12.6761,1,1,1,207,0,0,0
0.0133738,0.00656874,0.0271525,1,210,384.766,11.9273,1,1,1,210,0,0,0
0.00619699,0.00081374,0.0104112,1,210,384.766,11.9093,1,1,1,210,0,0,0
0.012001,0.0021538,0.0252167,1,209,384.766,12.5413,1,1,1,209,0,0,0
0.00762002,0.00130376,0.00992351,1,214,384.766,12.3741,1,1,1,214,0,0,0
0.00375646,0.00704321,0.00725248,1,208,384.766,12.4741,1,1,1,208,0,0,0
0.0068403,0.000956802,0.0221625,1,209,384.766,11.7194,1,1,1,209,0,0,0
0.0114205,0.0014234,0.0144096,1,212,384.766,11.8215,1,1,1,212,0,0,0
0.00420902,0.0167305,0.015437,1,206,384.766,12.3943,1,1,1,206,0,0,0
0.00718677,0.00295718,0.0148389,1,217,384.766,12.8593,1,1,1,217,0,0,0
0.00693856,0.000852955,0.014625,1,215,384.766,11.301,1,1,1,215,0,0,0
0.0119268,0.00155203,0.0267753,1,211,384.766,12.4182,1,1,1,211,0,0,0
0.00689204,0.0221988,0.00722358,1,213,384.766,11.6905,1,1,1,213,0,0,0
0.00343746,0.000843188,0.0080785,1,205,426.025,12.4679,1,1,1,205,0,0,0
0.0122411,0.00135329,0.0608255,1,209,426.025,12.6922,1,1,1,209,0,0,0
0.00592796,0.00230708,0.0101233,1,214,426.025,12.223,1,1,1,214,0,0,0
0.0126246,0.00679035,0.0711453,1,211,426.025,12.0914,1,1,1,211,0,0,0
0.00453957,0.000834036,0.00849643,1,210,426.025,11.9795,1,1,1,210,0,0,0
0.0127528,0.0154669,0.0086801,1,213,426.025,12.2871,1,1,1,213,0,0,0
0.00358292,0.00044532,0.00720953,1,209,426.025,12.0674,1,1,1,209,0,0,0
0.00447431,0.000537656,0.0107121,1,211,426.025,11.8111,1,1,1,211,0,0,0
0.0121385,0.00285078,0.0284592,1,207,426.025,12.5394,1,1,1,207,0,0,0
0.0078477,0.000662364,0.0104683,1,207,426.025,12.2622,1,1,1,207,0,0,0
0.0125761,0.00139018,0.0300282,1,209,426.025,12.6593,1,1,1,209,0,0,0
0.00487874,0.0030837,0.0132386,1,207,426.025,12.3111,1,1,1,207,0,0,0
0.00476325,0.0010652,0.0128555,1,209,426.025,12.0615,1,1,1,209,0,0,0
0.0119631,0.00161769,0.0247806,1,210,426.025,11.7018,1,1,1,210,0,0,0
0.0138269,0.0057903,0.0156643,1,208,426.025,12.5094,1,1,1,208,0,0,0
0.00337668,0.000664729,0.00678702,1,204,426.025,11.8807,1,1,1,204,0,0,0
0.00875014,0.0022607,0.0281626,1,208,426.025,12.4371,1,1,1,208,0,0,0
0.00984438,0.00525837,0.0110712,1,210,426.025,11.7078,1,1,1,210,0,0,0
0.0046001,0.000566796,0.00735812,1,213,426.025,12.0551,1,1,1,213,0,0,0
0.0119123,0.00139687,0.0262731,1,211,426.025,12.3468,1,1,1,211,0,0,0
0.012889,0.0120691,0.0162413,1,210,426.025,11.9508,1,1,1,210,0,0,0
0.00360246,0.00866922,0.00771106,1,215,426.025,12.4347,1,1,1,215,0,0,0
0.0125765,0.00206417,0.0257782,1,214,426.025,11.6454,1,1,1,214,0,0,0
0.0105495,0.0108443,0.0161422,1,212,426.025,11.9603,1,1,1,212,0,0,0
0.00410701,0.00519697,0.00954748,1,215,426.025,12.4924,1,1,1,215,0,0,0
0.00803498,0.00116383,0.0290353,1,216,426.025,12.2208,1,1,1,216,0,0,0
0.0089527,0.00126772,0.0119101,1,214,426.025,12.6106,1,1,1,214,0,0,0
0.00374318,0.016927,0.0106967,1,212,426.025,12.662,1,1,1,212,0,0,0
0.0121482,0.00142385,0.0247564,1,207,426.025,12.6747,1,1,1,207,0,0,0
0.012456,0.00726469,0.0131887,1,210,426.025,12.5173,1,1,1,210,0,0,0
0.0127497,0.00245923,0.064654,1,210,426.025,12.6631,1,1,1,210,0,0,0
0.00473161,0.000930829,0.00897939,1,211,426.025,11.8537,1,1,1,211,0,0,0
0.00457528,0.00102697,0.0104995,1,212,426.025,12.2814,1,1,1,212,0,0,0
0.0114168,0.00155747,0.0303047,1,212,426.025,12.3201,1,1,1,212,0,0,0
0.00823062,0.00352756,0.0113073,1,212,426.025,12.5696,1,1,1,212,0,0,0
0.00434377,0.0021584,0.0109422,1,210,426.025,12.5087,1,1,1,210,0,0,0
0.0129603,0.00678764,0.0271656,1,211,426.025,12.5422,1,1,1,211,0,0,0
0.0075661,0.00197999,0.0107952,1,208,426.025,12.4446,1,1,1,208,0,0,0
0.00436713,0.000987855,0.0102374,1,210,426.025,12.1044,1,1,1,210,0,0,0
0.00561385,0.0115874,0.00686473,1,211,426.025,12.6655,1,1,1,211,0,0,0
0.00415761,0.000521922,0.00996915,1,208,426.025,12.3513,1,1,1,208,0,0,0
0.0121859,0.00140922,0.0262438,1,209,426.025,11.7767,1,1,1,209,0,0,0
0.0122008,0.0276431,0.00768294,1,208,426.025,12.727,1,1,1,208,0,0,0
0.00346967,0.000421544,0.00726482,1,208,426.025,12.0139,1,1,1,208,0,0,0
0.0105767,0.00203378,0.0257106,1,210,426.025,12.2608,1,1,1,210,0,0,0
0.0131491,0.00411512,0.0189225,1,207,426.025,11.5709,1,1,1,207,0,0,0
0.0131294,0.0159212,0.0331746,1,213,426.025,11.5877,1,1,1,213,0,0,0
0.00445972,0.00373126,0.00807009,0.990521,211,426.025,11.595,1,0.990521,0.995238,209,0,2,0
0.00492884,0.00203167,0.0249022,1,215,426.025,11.7361,1,1,1,215,0,0,0
0.00715413,0.00125299,0.0156017,1,210,426.025,12.4732,1,1,1,210,0,0,0
0.00725668,0.0141573,0.0157899,1,211,472.021,11.9092,1,1,1,211,0,0,0
0.0132741,0.0024808,0.0268378,1,210,472.021,12.5364,1,1,1,210,0,0,0
0.00713022,0.0149742,0.0118103,1,212,472.021,11.8966,1,1,1,212,0,0,0
0.00342974,0.000444501,0.00714524,1,205,472.021,12.8214,1,1,1,205,0,0,0
0.00760018,0.0014256,0.0267973,1,216,472.021,12.0203,1,1,1,216,0,0,0
0.0122907,0.00415415,0.0253385,1,209,472.021,12.5467,1,1,1,209,0,0,0
0.00393831,0.00106467,0.00913564,1,213,472.021,11.9161,1,1,1,213,0,0,0
0.0120243,0.00173109,0.0292263,1,214,472.021,11.9588,1,1,1,214,0,0,0
0.00954668,0.00417607,0.0115666,1,209,472.021,11.8845,1,1,1,209,0,0,0
0.0126535,0.0163834,0.0257919,1,206,472.021,11.8668,1,1,1,206,0,0,0
0.00453717,0.00089498,0.00844207,1,212,472.021,12.2137,1,1,1,212,0,0,0
0.0120315,0.00362439,0.0284038,1,210,472.021,11.9204,1,1,1,210,0,0,0
0.00824439,0.008415,0.00935181,1,208,472.021,11.6428,1,1,1,208,0,0,0
0.00451209,0.00249771,0.011538,1,214,472.021,12.0708,1,1,1,214,0,0,0
0.0125342,0.003107,0.0249997,1,209,472.021,12.165,1,1,1,209,0,0,0
0.00644944,0.00117534,0.0120598,1,209,472.021,12.2192,1,1,1,209,0,0,0
0.00385727,0.0131282,0.00952074,1,212,472.021,12.1013,1,1,1,212,0,0,0
0.00677218,0.00144428,0.017221,1,213,472.021,12.3641,1,1,1,213,0,0,0
0.00808626,0.00131208,0.0182148,1,210,472.021,11.656,1,1,1,210,0,0,0
0.00502151,0.00739131,0.00839025,1,212,472.021,12.1313,1,1,1,212,0,0,0
0.0121523,0.00181937,0.0260057,1,207,472.021,12.2915,1,1,1,207,0,0,0
0.00614203,0.00112998,0.0128404,1,212,472.021,11.953,1,1,1,212,0,0,0
0.012852,0.00932718,0.0406722,1,218,472.021,11.7418,1,1,1,218,0,0,0
0.00516284,0.00379935,0.00796083,1,208,472.021,12.0235,1,1,1,208,0,0,0
0.0129151,0.00216826,0.0650687,1,211,472.021,12.3196,1,1,1,211,0,0,0
0.00583934,0.00203171,0.00923976,1,211,472.021,12.6033,1,1,1,211,0,0,0
0.0138521,0.00417484,0.0256284,1,211,472.021,12.3533,1,1,1,211,0,0,0
0.00720669,0.000694203,0.0112166,1,212,472.021,12.4335,1,1,1,212,0,0,0
0.00486088,0.00205032,0.0131226,1,207,472.021,12.7883,1,1,1,207,0,0,0
0.0111989,0.00583978,0.0291849,1,216,472.021,11.7829,1,1,1,216,0,0,0
0.00907138,0.000818042,0.0120528,1,212,472.021,12.5443,1,1,1,212,0,0,0
0.0123663,0.00411601,0.0254377,1,210,472.021,12.1362,1,1,1,210,0,0,0
0.00649063,0.00711513,0.00906329,1,207,472.021,11.4378,1,1,1,207,0,0,0
0.00480422,0.00367652,0.0119674,1,207,472.021,12.4652,1,1,1,207,0,0,0
0.0124003,0.00145473,0.0266141,1,212,472.021,12.2725,1,1,1,212,0,0,0
0.00819899,0.00206254,0.0110214,1,208,472.021,11.9467,1,1,1,208,0,0,0
0.0126009,0.0143313,0.0283157,1,212,472.021,12.6005,1,1,1,212,0,0,0
0.00715636,0.00383454,0.00917501,1,205,472.021,12.5515,1,1,1,205,0,0,0
0.0125193,0.00381093,0.026672,1,211,472.021,12.3486,1,1,1,211,0,0,0
