Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy
0.00404478,0.00283828,0.0182009,1
0.00404708,0.00298656,0.0187773,1
0.00273064,0.00194304,0.0161935,1
0.00395895,0.00281384,0.0175935,1
0.00405154,0.00309304,0.0187851,1
0.00394758,0.00303698,0.0177974,1
0.00409317,0.00299746,0.0176676,1
0.00407226,0.00317342,0.0190504,1
0.00269533,0.00187437,0.011921,1
0.00406871,0.00293668,0.0182034,0.994286
0.00428191,0.00288298,0.017246,1
0.00403945,0.0029313,0.0180012,1
0.00396861,0.00291825,0.0180504,1
0.00409577,0.00305648,0.0183277,1
0.00385695,0.00320708,0.0174532,1
0.00403138,0.0032359,0.0194474,1
0.0039624,0.00275663,0.0171659,1
0.00409882,0.00302494,0.018864,1
0.0048591,0.00296323,0.0188196,1
0.00422495,0.00289761,0.0175652,0.99422
0.00411943,0.00367872,0.017897,1
0.004044,0.00317812,0.0180697,1
0.00256626,0.00190086,0.0122297,1
0.00410771,0.00301177,0.0182131,1
0.00418896,0.00315807,0.0192193,0.988304
0.00407616,0.002984,0.0180977,0.982759
0.00401443,0.00331397,0.0179142,1
0.00398846,0.00290206,0.0151215,1
0.00405489,0.00292637,0.0183032,0.988439
0.00479676,0.00333411,0.0153349,0.994152
0.00537936,0.00333455,0.014086,1
0.00416669,0.00290943,0.0174517,0.988304
0.00492015,0.00293675,0.0213007,1
0.00565274,0.00381133,0.0227083,0.982659
0.00328162,0.00308899,0.0200774,1
0.00420199,0.00380557,0.023788,1
0.00498027,0.00407129,0.0245508,1
0.00422992,0.00291305,0.0237805,1
0.00435149,0.00286375,0.0239158,1
0.00535864,0.00284225,0.0125078,1
0.00414281,0.00310347,0.0233503,0.994505
0.00339379,0.0028688,0.018211,1
0.00379054,0.00278908,0.0176141,1
0.00260047,0.00190805,0.0142219,1
0.00376391,0.00281871,0.0117363,1
0.0055312,0.00398661,0.0246479,1
0.00426067,0.00296828,0.0231188,1
0.00426297,0.0029706,0.0244981,1
0.00457654,0.00384357,0.0231789,1
0.00411268,0.00297763,0.0240397,1
0.00421437,0.00289447,0.0238139,0.994186
0.00479845,0.00379006,0.0231811,1
0.00439994,0.00280145,0.0230829,1
0.00429415,0.00401872,0.0233721,0.994475
0.00528836,0.00381452,0.0223196,1
0.00390189,0.00180852,0.00616084,1
0.00424373,0.00298684,0.0185236,1
0.00414402,0.00303855,0.0185101,0.994444
0.00414261,0.00301408,0.0189432,1
0.0016842,0.00110618,0.00753201,1
0.00453623,0.00308203,0.0240326,1
0.00417767,0.00286807,0.0177931,1
0.00428174,0.002894,0.0188591,1
0.00410125,0.00292067,0.0231389,1
0.00182245,0.00121052,0.00986515,1
0.00414951,0.0030446,0.0247186,1
0.00523074,0.00372687,0.0143109,1
0.00407703,0.00302237,0.0241701,1
0.00415852,0.00307431,0.0217862,0.994382
0.00528033,0.00364385,0.0147606,1
0.00432851,0.00286302,0.017331,1
0.00433012,0.00286448,0.0225121,1
0.00427112,0.00298198,0.0237041,1
0.00497491,0.00298888,0.0117458,1
0.00403013,0.00285567,0.0178307,1
0.00424918,0.00288031,0.0219091,1
0.00544413,0.00380672,0.016448,1
0.00411694,0.00306685,0.0239728,0.994444
0.00235511,0.00186971,0.0105471,1
0.00534048,0.00380915,0.0132068,1
0.0045495,0.0037296,0.0223981,1
0.00376171,0.00268569,0.0160942,1
0.00441701,0.00292913,0.0179307,0.994286
0.00388374,0.00296712,0.0193752,1
0.00378872,0.0028118,0.0177119,1
0.00390799,0.00296223,0.0184061,1
0.00446627,0.00325702,0.0191372,0.99422
0.0037446,0.00299689,0.0193084,1
0.00379424,0.00266656,0.0180031,0.988024
0.00407164,0.00285204,0.0195714,1
0.00272904,0.00248888,0.0118213,1
0.00399548,0.00271182,0.0172613,0.994048
0.00403252,0.00336229,0.0181367,1
0.00402957,0.00290921,0.0197282,1
0.00266852,0.00184319,0.0117607,1
0.00393426,0.00305224,0.0187226,1
0.00546892,0.00138175,0.00837947,1
0.00389731,0.00274103,0.0174119,1
0.00422854,0.00295379,0.0178382,1
0.0041743,0.00286349,0.0178564,0.982249
0.00411259,0.00290929,0.0178576,1
0.00422396,0.00404191,0.0183628,1
0.00448853,0.0029667,0.0179095,0.994318
0.00411384,0.00284392,0.017409,0.994118
0.00409827,0.00294414,0.0179073,1
0.0042123,0.00290453,0.017787,0.982558
0.00432171,0.00286366,0.0180016,0.988166
0.00430646,0.00280071,0.0172926,1
0.00433351,0.00306681,0.018674,0.994413
0.00430362,0.00273919,0.0176936,1
0.00409793,0.00292234,0.0142027,1
0.00417232,0.00282084,0.0203199,1
0.00374123,0.0027914,0.0185034,1
0.00350254,0.00273917,0.0176313,1
0.00399994,0.00304931,0.0185437,1
0.00404058,0.0029173,0.0183166,0.994413
0.00393519,0.00293012,0.0183916,0.994318
0.00393019,0.00272503,0.0170591,0.988024
0.0038716,0.00293801,0.0184173,0.994444
0.00433377,0.00304269,0.0190019,0.994413
0.00383037,0.00275171,0.0173681,1
0.00378667,0.00287312,0.0178054,1
0.00411396,0.00279139,0.0173029,1
0.00420984,0.00300036,0.0206119,1
0.00404798,0.00284533,0.017236,0.994083
0.00418463,0.00299452,0.0182894,1
0.00406799,0.00286027,0.0175085,1
0.00405856,0.00284103,0.0177595,1
0.00344082,0.00200828,0.00888005,1
0.00413352,0.00287846,0.0178991,1
0.00433744,0.00295361,0.0178195,0.982456
0.00411222,0.00283222,0.0175782,1
0.00403155,0.00285292,0.0180706,0.994083
0.00430472,0.00275778,0.0162376,1
0.00395208,0.002785,0.0151097,0.99422
0.00403549,0.00264228,0.0171806,1
0.0040326,0.00284187,0.0205195,1
0.00398247,0.00301766,0.0184147,0.994536
0.00375122,0.00291276,0.0184193,1
0.00421846,0.00400563,0.0192555,1
0.00410087,0.00267855,0.0176941,1
0.00383573,0.00298037,0.0185473,1
0.00390296,0.00271111,0.0172309,0.988439
0.00255736,0.000952982,0.0063647,0.99422
0.00321112,0.00263039,0.0183706,1
0.00387317,0.00281722,0.0174832,1
0.004003,0.00300785,0.0184422,1
0.00435969,0.00293853,0.0178609,1
0.00302752,0.00193038,0.0117316,1
0.0043835,0.00295809,0.0187138,0.988701
0.00412907,0.00298251,0.0183918,1
0.00403624,0.00293021,0.0180629,1
0.0046556,0.00293649,0.0179147,1
0.00401217,0.00293166,0.0183395,1
0.00414018,0.0028915,0.0181766,1
0.00411246,0.00302874,0.0181432,1
0.00399184,0.00293467,0.0179977,1
0.00419281,0.0029213,0.0186181,1
0.00396301,0.00321999,0.0189308,1
0.00388176,0.00295581,0.0193455,1
0.00376514,0.00275893,0.0177958,1
0.00378361,0.00277671,0.0193068,0.988372
0.00354173,0.00271482,0.0179689,0.994118
0.00421299,0.00276337,0.0187876,1
0.00374177,0.0030413,0.0181721,1
0.00402388,0.00339758,0.0188943,1
0.00389891,0.00298593,0.0190276,1
0.00422729,0.00289272,0.0173664,0.988372
0.00414371,0.00280367,0.0183608,1
0.00381933,0.00330198,0.0186502,1
0.00388281,0.00281153,0.0177213,1
0.00503894,0.00300492,0.0173587,1
0.00426765,0.00296556,0.0190738,0.988571
0.00411947,0.0030256,0.017931,1
0.00378201,0.00278225,0.0117428,0.994253
0.00391316,0.00287678,0.0180884,1
0.00390012,0.00262925,0.0184041,1
0.00397883,0.00319198,0.0184272,1
0.00456321,0.00284067,0.0173074,0.994118
0.00406757,0.00299714,0.0197969,1
0.00388611,0.00285051,0.0235754,1
0.00376375,0.00276956,0.0210983,1
0.00531026,0.00361927,0.0131574,1
0.0040639,0.00315378,0.024371,0.994253
0.00382359,0.0028658,0.020559,1
0.00408879,0.00295276,0.024323,0.99435
0.00417006,0.00286688,0.0224145,1
0.00410055,0.00353609,0.0245601,0.988506
0.00567055,0.0038856,0.0180741,0.988636
0.00407183,0.00302402,0.0183372,1
0.00422059,0.00300852,0.0177142,0.988372
0.00398351,0.00290413,0.0178056,0.977143
0.00193275,0.00140936,0.00901751,1
0.00391245,0.00267777,0.0170775,0.994048
0.00394866,0.00268262,0.0177299,1
0.00370286,0.00306799,0.0189653,1
0.00403564,0.00297,0.0178619,1
0.0043368,0.00296128,0.0181574,1
0.00400892,0.00297863,0.0178862,0.99422
0.00400515,0.00301749,0.0203076,1
0.00414198,0.0027453,0.0102138,0.994048
0.00381653,0.00321231,0.0183902,1
0.00391381,0.00285796,0.0185964,1
0.00137397,0.000990838,0.00762499,0.994382
0.00387234,0.00284198,0.017984,1
0.00390216,0.00284072,0.0176235,1
0.00373781,0.00272468,0.0176403,1
0.0020854,0.00212672,0.0123314,1
0.00472992,0.00310422,0.0181866,1
0.0040511,0.00282396,0.0175688,0.988235
0.00438346,0.00285727,0.0104353,0.994152
0.0048822,0.00318356,0.0181635,1
0.00393284,0.00309067,0.018382,1
0.00389032,0.00277783,0.0179166,1
0.00409278,0.00302119,0.018308,0.988764
0.0048831,0.00289891,0.0176571,1
0.00424971,0.00284443,0.0179855,0.988304
0.00463279,0.00285825,0.0180911,1
0.00430094,0.00279832,0.0181911,1
0.00419556,0.0027317,0.0176218,1
0.00429664,0.00303018,0.0185666,1
0.00417534,0.00277756,0.0174591,1
0.00429672,0.00312355,0.0183594,0.982857
0.00420282,0.00278685,0.0170382,1
0.00417779,0.00284289,0.0172958,1
0.00435038,0.00305567,0.0178662,1
0.00270437,0.0020167,0.0201967,1
0.00429771,0.00297561,0.0131245,0.993976
0.00194334,0.00140978,0.00931362,1
0.00483485,0.00285694,0.0242046,1
0.00413893,0.00308374,0.023815,0.994152
0.00415361,0.00277487,0.0226995,1
0.00405259,0.00151224,0.00586201,1
0.00420651,0.00389523,0.0181203,1
0.00402741,0.00303762,0.0185387,1
0.00425262,0.00284162,0.0177478,1
0.0041878,0.00290906,0.0176718,1
0.00415976,0.00288377,0.0179064,1
0.00455255,0.00274352,0.0173908,1
0.0040466,0.00290001,0.0177566,1
0.00413519,0.00284866,0.0178092,1
0.00408592,0.00282837,0.0179518,1
0.00408397,0.00305036,0.0183318,1
0.00272735,0.00204524,0.0121472,1
0.00413792,0.0028599,0.017396,1
0.0041076,0.00284075,0.0174726,0.988304
0.00418521,0.00284659,0.0178941,1
0.00391099,0.00278015,0.0174244,0.994048
0.0041766,0.00268595,0.016908,0.993976
0.00429542,0.00294884,0.0179761,1
0.00268443,0.00182438,0.011518,1
0.00422215,0.00344238,0.0179784,1
0.00438967,0.00385707,0.0178106,0.99422
0.00391212,0.00275266,0.0112428,1
0.00437446,0.00272905,0.0173852,1
0.00396466,0.00283963,0.0180765,0.988571
0.00418256,0.00315432,0.0186675,1
0.00262475,0.0019349,0.0116738,0.988304
0.00402403,0.00302235,0.0180972,0.994382
0.00411098,0.00279672,0.0173867,1
0.00402278,0.00278464,0.0176837,1
0.00414813,0.00269912,0.017755,0.993939
0.00402113,0.00298674,0.0180245,0.983051
0.00419047,0.00276813,0.0175336,1
0.00399985,0.00290418,0.0177463,1
0.00420687,0.00302443,0.0109098,1
0.00488219,0.00320443,0.0180769,1
0.00430023,0.00281638,0.0174822,1
0.00389234,0.00288143,0.0119863,1
0.0046799,0.00325221,0.0174098,1
0.00399379,0.00299226,0.0180677,0.977273
0.00399404,0.00310044,0.0187247,0.988889
0.00423814,0.00287104,0.0180587,1
0.00409701,0.00297677,0.0179805,0.994318
0.0040198,0.00298117,0.0184471,0.99435
0.00399358,0.00306236,0.0184147,0.888268
0.00399841,0.0028911,0.0180422,1
0.00400459,0.00320549,0.018724,0.967213
0.00420973,0.00338215,0.011702,0.953846
0.00395357,0.00311594,0.018935,0.955556
0.00397812,0.00333676,0.0197172,0.905263
0.00427222,0.00360877,0.0202826,0.754902
0.0039979,0.00407114,0.0227014,0.663677
0.00400519,0.00352237,0.0212317,0.81
0.00383067,0.00288417,0.0176555,0.976744
0.00363704,0.00296105,0.0177677,1
0.00388039,0.00294206,0.018516,1
0.00383374,0.00364567,0.0183696,1
0.00399059,0.00301862,0.0178593,1
0.00410543,0.00332572,0.0185847,1
0.00409002,0.00288034,0.0177944,1
0.00393186,0.00288103,0.0175399,1
0.00427041,0.002923,0.0180333,1
0.00380938,0.00295234,0.0179357,0.994286
0.00400758,0.00307111,0.0186405,0.994475
0.00382622,0.00286728,0.0178562,1
0.00385643,0.00293299,0.018091,1
0.00375074,0.00287446,0.0182456,1
0.00383595,0.00280269,0.0178172,1
0.00398313,0.00277935,0.0173467,1
0.00407574,0.00299272,0.0111246,0.988764
0.00434101,0.00296331,0.0180411,1
0.00401417,0.00293658,0.0180313,1
0.00404798,0.00293684,0.0178839,1
0.00419387,0.00301011,0.0181547,1
0.00272566,0.00273489,0.0131491,1
