Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy,Num Normals,CPU Utilization (%),Model Confidence
0.0017441,0.00349694,0.021386,1,197,37.5,11.504
0.00171614,0.00315371,0.0191963,1,191,37.5,11.751
0.00248802,0.00393491,0.0210934,1,195,37.5,12.2599
0.00181066,0.00322343,0.0200175,1,191,37.5,11.7556
0.00173498,0.00332064,0.0202935,1,197,37.5,12.3131
0.00178777,0.00314048,0.0196392,1,191,37.5,12.8372
0.00175029,0.00321633,0.0199192,1,191,37.5,12.0202
0.00178491,0.00336038,0.0205725,1,198,37.5,12.2526
0.00156231,0.00292868,0.0199824,1,189,37.5,10.6176
0.00177313,0.00311654,0.0196204,1,190,37.5,11.5061
0.00172746,0.00313542,0.0197291,1,190,37.5,10.9669
0.00175617,0.00321828,0.0200287,1,194,37.5,12.356
0.00178343,0.00327798,0.020572,1,195,37.5,11.6871
0.00174425,0.00317022,0.0199872,1,192,37.5,11.3023
0.00176792,0.00333477,0.0202736,1,196,37.5,11.8485
0.00178018,0.0030753,0.0198898,1,186,37.5,11.6412
0.00174178,0.00317221,0.0130298,1,190,37.5,12.2855
0.0126827,0.00531642,0.0165292,1,248,37.5,14.0638
0.00142964,0.00140926,0.00869615,1,198,37.5,12.0747
0.00105585,0.0019705,0.0122041,1,192,37.5,11.6986
0.00177381,0.00319048,0.020397,1,193,37.5,11.1956
0.00174716,0.00310464,0.0208808,1,187,37.5,11.5884
0.00173617,0.00327137,0.0211841,1,195,34.4727,12.0413
0.00174047,0.0031767,0.0201205,1,190,34.4727,10.5088
0.00169325,0.00312564,0.0196356,1,188,34.4727,11.8735
0.00170211,0.00325216,0.0201622,1,193,34.4727,11.5307
0.00175802,0.00325234,0.0200827,1,193,34.4727,11.2097
0.000683034,0.00120338,0.00711082,1,199,34.4727,11.2055
0.00178789,0.00317218,0.0197026,1,188,34.4727,11.8849
0.00174537,0.0032216,0.0199046,1,190,34.4727,11.8223
0.000695937,0.00139572,0.00824144,1,201,34.4727,10.731
0.00168959,0.0032272,0.0203955,1,194,34.4727,11.3674
0.00168727,0.00324199,0.020718,1,193,34.4727,11.8075
0.0017743,0.00316683,0.0195587,1,190,34.4727,12.1658
0.00152533,0.00319431,0.0199077,1,190,34.4727,11.3612
0.00170368,0.00319138,0.0204462,1,191,34.4727,11.7093
0.00168208,0.00311806,0.0199766,1,189,34.4727,11.4174
0.000973254,0.00194762,0.0147472,1,192,34.4727,11.9945
0.00168629,0.00318586,0.0196981,1,191,34.4727,11.2987
0.00170283,0.00310992,0.019878,1,188,34.4727,10.7122
0.00125314,0.00291092,0.0208462,1,193,34.4727,12.145
0.00173701,0.00318377,0.0201514,1,192,34.4727,11.5646
0.00153196,0.00317731,0.0212645,1,198,34.4727,11.9754
0.0017001,0.00315333,0.0191708,1,190,34.4727,11.5802
0.00177422,0.00309366,0.019886,1,188,34.4727,11.606
0.00103654,0.00198585,0.0145863,1,194,34.4727,12.5968
0.00168866,0.0031245,0.0199848,1,189,34.4727,11.9773
0.00108647,0.00217346,0.0173612,1,194,34.4727,11.4487
0.00118883,0.00269893,0.0180333,1,194,34.4727,11.8125
0.00169916,0.0033527,0.0200744,1,197,34.4727,11.9375
0.0017556,0.00310506,0.0196985,1,186,34.4727,11.6641
0.00169469,0.00327032,0.0205454,1,194,34.4727,11.7493
0.00175783,0.00331851,0.0210669,1,192,34.4727,11.2305
0.00169552,0.0033277,0.0197044,1,197,34.4727,11.5733
0.00169956,0.00333906,0.0199362,1,192,34.4727,11.3175
0.00173094,0.00322885,0.0209886,1,192,34.4727,10.9019
0.00169292,0.00322176,0.018357,1,192,34.4727,11.6946
0.00156619,0.00210687,0.00951438,1,190,34.4727,11.203
0.00174468,0.00332269,0.0204579,1,197,34.4727,11.2571
0.00176926,0.00311829,0.0194102,1,189,34.4727,11.6217
0.00173774,0.00306546,0.0199387,1,186,34.4727,11.7173
0.00173728,0.00320045,0.0194542,1,190,34.4727,11.6606
0.00170697,0.00332498,0.0230472,1,192,34.4727,12.4225
0.000904143,0.00155131,0.0117622,1,194,34.4727,11.8548
0.00959174,0.00239191,0.0109697,1,253,34.4727,12.7132
0.00109583,0.00194932,0.0158118,1,191,34.4727,11.6676
0.00158274,0.00302798,0.020487,1,192,34.4727,11.629
0.00152978,0.00299797,0.0204811,1,185,34.4727,12.3347
0.00175339,0.00334357,0.0212156,1,197,34.4727,11.6079
0.00176779,0.00326508,0.0223504,1,193,34.4727,12.0449
0.00155065,0.00331499,0.0216278,1,196,34.4727,11.5148
0.000590779,0.00126942,0.00768604,1,195,34.4727,11.6481
0.0019298,0.00320259,0.0211269,1,192,34.4727,11.9776
0.00177134,0.00392016,0.0223697,1,194,47.7539,12.0785
0.000914607,0.00156745,0.011687,1,189,47.7539,11.9732
0.00139802,0.00257525,0.016068,1,193,47.7539,11.6129
0.00174355,0.0032611,0.020172,1,194,47.7539,12.2342
0.00175068,0.00320063,0.0198388,1,191,47.7539,11.808
0.00177008,0.00316831,0.0201669,1,190,47.7539,11.2585
0.00163561,0.00322502,0.019543,1,191,47.7539,11.4987
0.00172872,0.00323994,0.0204174,1,194,47.7539,11.7865
0.00170202,0.00333072,0.0211742,1,195,47.7539,11.7289
0.00175048,0.00328797,0.0202762,1,194,47.7539,11.7571
0.00174944,0.00321655,0.0198602,1,193,47.7539,12.2714
0.00182852,0.00319644,0.0200386,1,192,47.7539,11.0605
0.00176981,0.00324271,0.0203621,1,194,47.7539,11.7891
0.00172743,0.00310636,0.0198043,0.989362,188,47.7539,10.831
0.000941519,0.00159368,0.0105126,1,183,47.7539,11.8936
0.00175853,0.00305718,0.0189386,1,186,47.7539,12.541
0.00175536,0.00315124,0.0198084,1,189,47.7539,11.1781
0.00168529,0.00319653,0.0201056,1,189,47.7539,10.5128
0.000970678,0.00200444,0.0130653,1,193,47.7539,12.1054
0.00105263,0.00219791,0.0162006,1,198,47.7539,11.2742
0.00177964,0.00320908,0.0234226,1,190,47.7539,10.7749
0.00158862,0.00284146,0.0199036,1,193,47.7539,12.5527
0.00175465,0.00311904,0.0199823,1,190,47.7539,12.0253
0.000754115,0.00129896,0.0079393,1,194,47.7539,11.9486
0.00174197,0.00315707,0.0194299,1,190,47.7539,11.5798
0.00169132,0.00317835,0.0207492,1,191,47.7539,11.8225
0.00176823,0.00297706,0.0085282,1,184,47.7539,11.0511
0.0017422,0.00316947,0.0195858,1,190,47.7539,11.3532
0.00135253,0.0030287,0.0190765,1,186,47.7539,11.781
0.00178215,0.00328833,0.0203421,0.994872,195,47.7539,11.845
0.000662755,0.00123354,0.00793205,1,191,47.7539,11.6111
0.0017496,0.00316545,0.0203313,1,188,47.7539,10.9921
0.00174156,0.00319172,0.0200276,1,192,47.7539,10.4126
0.00177667,0.00340631,0.0209477,1,202,47.7539,10.8857
0.000983591,0.00189687,0.0168439,1,196,47.7539,12.1928
0.00173336,0.00345849,0.0211761,1,203,47.7539,12.1602
0.00169186,0.00322563,0.0203567,0.994845,194,47.7539,10.7772
0.000948454,0.00182752,0.0163638,1,190,47.7539,11.2647
0.00175719,0.00312199,0.019903,1,187,47.7539,12.187
0.00172896,0.00324442,0.0200771,1,191,47.7539,11.4009
0.00174367,0.00323758,0.0200948,1,192,47.7539,11.6842
0.00156895,0.00306516,0.020222,1,190,47.7539,11.3887
0.00173474,0.00307717,0.0192205,1,188,47.7539,12.4796
0.00129231,0.00295045,0.0202139,0.994819,193,47.7539,11.0515
0.00174942,0.00302984,0.0193601,1,185,47.7539,11.8304
0.00167905,0.00310757,0.0189833,1,186,47.7539,12.5308
0.00171781,0.00304184,0.0200085,0.994681,188,47.7539,11.9195
0.00129087,0.00270181,0.0206913,1,196,47.7539,11.2958
0.00118822,0.00238728,0.0200193,1,195,47.7539,11.9962
0.00177049,0.00308551,0.0202225,1,189,47.7539,11.8227
0.00174018,0.00331407,0.019942,1,193,43.8965,11.1341
0.001784,0.00317658,0.0198488,1,192,43.8965,11.8482
0.00138661,0.00274228,0.0191096,1,187,43.8965,11.3765
0.00109554,0.00224395,0.0140228,1,188,43.8965,11.8823
0.00200849,0.00321686,0.0213909,1,192,43.8965,11.3002
0.00171746,0.00323294,0.020452,1,194,43.8965,12.5553
0.00117164,0.00244171,0.0171847,1,186,43.8965,12.0236
0.0017293,0.00324118,0.0200884,1,189,43.8965,11.8452
0.00117808,0.00266952,0.0197742,1,190,43.8965,11.2976
0.000977238,0.00172611,0.0131544,1,193,43.8965,12.1108
0.00180481,0.00321486,0.0206377,1,192,43.8965,11.5011
0.00173321,0.00326564,0.0201738,1,194,43.8965,12.401
0.000968315,0.0016289,0.0126708,0.967391,184,43.8965,10.5882
0.00171217,0.00307918,0.0197582,1,185,43.8965,11.6769
0.00173238,0.00316793,0.0194641,1,188,43.8965,11.3892
0.00172944,0.00311077,0.0201182,0.994652,187,43.8965,11.5916
0.00772308,0.00646008,0.0260806,1,249,43.8965,12.4917
0.00049608,0.000931216,0.00584258,0.989691,194,43.8965,11.012
0.00281932,0.00390644,0.01863,1,192,43.8965,12.3831
